airport,flight_id,callsign,icao_type,registration,operator,date,t,haf,agl,dist,trk,rwy,climb,top_haf,align,start_ap,end_ap,goaround,touchgo
EGNX,408124:2026-06-16T18:43:53Z,EXS6LW,B738,G-JZDH,,2026-06-16,1781648978.42,-51.21610000000001,-22.0505,767.7561693949367,271.0,268,24.954000000000036,-26.262099999999975,3.0,GCRR,EGNX,False,False
EGNX,4082f4:2026-06-16T22:01:36Z,NPT04S,B738,G-NPTG,,2026-06-16,1781649829.87,-75.55420000000001,-47.2574,715.0260728234498,268.0,268,48.583,-26.97120000000001,0.0,EGPH,EGNX,False,False
EGNX,4bb47a:2026-06-16T19:20:57Z,MNB9391,A332,TC-MCZ,,2026-06-16,1781650146.98,-89.8339,-67.1283,508.17772774295287,313.0,268,62.59189999999998,-27.24200000000002,45.0,,EGNX,False,False
EGNX,407ea0:2026-06-16T22:03:21Z,DHK452,B763,G-DHLP,,2026-06-16,1781650316.34,-15.745200000000011,13.3052,746.6640218830765,268.0,268,25.0,9.254799999999989,0.0,EBBR,EGNX,False,False
EGNX,407eb5:2026-06-16T13:25:14Z,DHK051,B77L,G-DHLV,,2026-06-16,1781651204.24,-115.10249999999999,-91.5425,546.2799304588301,264.0,268,12.035899999999998,-103.0666,4.0,KLAX,EGNX,False,False
EGNX,407e4e:2026-06-16T19:34:43Z,EXS6J,B738,G-JZBT,,2026-06-16,1781651398.72,-28.193100000000015,-18.3255,163.95777161148163,268.0,268,0.0,-28.193100000000015,0.0,LBBG,EGNX,False,False
EGNX,4cad11:2026-06-16T20:47:25Z,RYR2EY,B38M,EI-HGY,,2026-06-16,1781651526.74,-28.282500000000027,-17.7443,129.31424706209165,268.0,268,0.0,-28.282500000000027,0.0,,EGNX,False,False
EGNX,347302:2026-06-16T21:46:27Z,BCS473,B738,EC-NXU,,2026-06-16,1781651730.87,-52.47749999999999,-29.6711,514.6402617349532,266.0,268,24.0454,-28.43209999999999,2.0,,EGNX,False,False
EGNX,440bc8:2026-06-16T22:15:46Z,BCS427,B752,OE-LNL,,2026-06-16,1781652011.91,-7.451700000000017,20.4803,697.8766582162941,268.0,268,3.8281000000000063,-3.6236000000000104,0.0,EDDK,EGNX,False,False
EGNX,40803c:2026-06-16T19:33:57Z,EXS85G,B738,G-JZDD,,2026-06-16,1781652210.66,-28.76490000000001,-22.1446,303.14614535992104,269.0,268,0.0,-28.76490000000001,1.0,,EGNX,False,False
EGNX,4cae9f:2026-06-16T21:41:49Z,RYR3EB,B38M,EI-IKY,,2026-06-16,1781652321.86,-53.83070000000001,-40.2107,41.22038067228778,268.0,268,0.0,-53.83070000000001,0.0,LIME,EGNX,False,False
EGNX,407fac:2026-06-16T21:17:42Z,TOM8YB,B38M,G-TUOB,,2026-06-16,1781652486.13,-46.549800000000005,-22.1114,583.1595991658938,270.0,268,17.586799999999982,-28.963000000000022,2.0,,EGNX,False,False
EGNX,40761a:2026-06-16T22:54:46Z,NPT5D,B734,G-NPTX,,2026-06-16,1781653004.96,-53.125,-24.0818,759.4934505954053,268.0,268,23.836099999999988,-29.288900000000012,0.0,EGPH,EGNX,False,False
EGNX,4d24eb:2026-06-16T21:33:32Z,RYR1EU,B38M,9H-VVM,,2026-06-16,1781653159.08,-54.40260000000001,-39.2895,98.67082436234544,268.0,268,0.0,-54.40260000000001,0.0,,EGNX,False,False
EGNX,407e68:2026-06-16T20:18:19Z,EXS1BL,B738,G-JZBU,,2026-06-16,1781654220.5,-47.313800000000015,-20.1167,667.1787160663523,269.0,268,17.147899999999993,-30.165900000000022,1.0,,EGNX,False,False
EGNX,3c5429:2026-06-16T22:22:11Z,BCS5NR,A306,D-AEAI,,2026-06-16,1781654382.69,-8.6447,15.2625,551.5520540892965,272.0,268,3.3589999999999804,-5.28570000000002,4.0,LIMC,EGNX,False,False
EGNX,4cae51:2026-06-16T15:14:04Z,RYR77QQ,B38M,EI-IJA,,2026-06-17,1781654520.69,-63.34640000000002,-38.0034,609.5599719862902,268.0,268,7.580700000000007,-55.76570000000001,0.0,EGNX,EGNX,False,False
EGNX,400664:2026-06-16T22:11:49Z,DHK7017,B752,G-BMRB,,2026-06-17,1781654929.01,-32.293600000000026,-4.1216,709.7867013482313,268.0,268,0.0,-32.293600000000026,0.0,LIPE,EGNX,False,False
EGNX,406ac3:2026-06-16T14:49:46Z,EXS8CV,B738,G-GDFY,,2026-06-17,1781655141.94,-99.2567,-71.4623,693.9343075617127,29.0,88,65.96130000000002,-33.29539999999997,59.0,EGNX,EGNX,False,False
EGNX,406b1b:2026-06-16T23:41:23Z,NPT2R,B734,G-JMCS,,2026-06-17,1781655675.35,-60.651099999999985,-31.6079,779.9793555963136,269.0,268,25.23879999999997,-35.412300000000016,1.0,,EGNX,False,False
EGNX,40660e:2026-06-16T21:22:49Z,TOM1YT,B738,G-FDZZ,,2026-06-17,1781657603.91,-55.24629999999999,-31.6863,544.050324294959,268.0,268,11.986500000000007,-43.259799999999984,0.0,,EGNX,False,False
EGNX,40753d:2026-06-16T20:31:33Z,TOM5JX,B38M,G-TUMA,,2026-06-17,1781658282.43,-64.80959999999999,-41.4928,533.8393747098864,276.0,268,20.172699999999963,-44.636900000000026,8.0,,EGNX,False,False
EGNX,407c26:2026-06-16T21:54:18Z,TOM721,B38M,G-TUMU,,2026-06-17,1781659209.1,-56.60329999999999,-34.0193,503.0722842415075,272.0,268,12.28789999999998,-44.31540000000001,4.0,,EGNX,False,False
EGNX,4067a3:2026-06-16T23:58:56Z,DHK4AW,B763,G-DHLJ,,2026-06-17,1781659396.1,-19.254200000000026,-7.9847,92.7500532070271,268.0,268,0.0,-19.254200000000026,0.0,EDDP,EGNX,False,False
EGNX,a3b557:2026-07-02T00:09:32Z,UPS232,B763,N338UP,UNITED PARCEL SERVICE CO,2026-07-02,1782954638.62,-0.4381000000000199,9.2635,171.307152729112,268.0,268,0.0,-0.4381000000000199,0.0,EDDK,EGNX,False,False
EGNX,407ea0:2026-07-02T00:57:02Z,DHK842,B763,G-DHLP,,2026-07-02,1782956593.04,-7.638000000000034,13.2591,369.76070964102996,268.0,268,25.0,17.361999999999966,0.0,EBBR,EGNX,False,False
EGNX,4004fe:2026-07-02T00:46:29Z,MUK6978,B762,G-MACY,,2026-07-02,1782957599.5,-30.384000000000015,-1.8408,723.5368695354695,297.0,268,16.036699999999996,-14.347300000000018,29.0,EDDK,EGNX,False,False
EGNX,4076e0:2026-07-02T01:41:37Z,NPT8BF,B738,G-NPTD,,2026-07-02,1782959450.5,-50.24720000000002,-25.0868,604.2530163449995,268.0,268,2.450300000000027,-47.796899999999994,0.0,LFPG,EGNX,False,False
EGNX,408127:2026-07-02T01:39:53Z,MUK6566,B762,G-MACZ,,2026-07-02,1782959968.7,-25.10590000000002,-14.4304,123.21379976845402,268.0,268,0.0,-25.10590000000002,0.0,EDDK,EGNX,False,False
EGNX,407504:2026-07-02T02:00:49Z,NPT2EA,B734,G-CKUZ,,2026-07-02,1782960830.23,-29.10609999999997,-8.7193,335.36655264332586,268.0,268,0.0,-29.10609999999997,0.0,EBLG,EGNX,False,False
EGNX,4067a3:2026-07-02T01:34:02Z,DHK361,B763,G-DHLJ,,2026-07-02,1782961136.85,-19.093700000000013,7.9228,662.0064465935789,270.0,268,13.589800000000025,-5.503899999999987,2.0,EDDP,EGNX,False,False
EGNX,4caebe:2026-07-02T02:23:49Z,TAY8AN,B738,EI-HRB,,2026-07-02,1782962369.7,-68.78960000000001,-44.1722,588.4665335888515,270.0,268,41.609500000000025,-27.18009999999998,2.0,LFPG,EGNX,False,False
EGNX,4ca856:2026-07-02T06:10:22Z,RYR1279P,B738,EI-EMN,,2026-07-02,1782974207.32,-61.977000000000004,121.7233,435.5319458985294,268.0,268,1.987700000000018,-59.989299999999986,0.0,EGSS,EGNX,False,False
EGNX,4cae6a:2026-07-02T04:35:22Z,RYR8PK,B38M,EI-IJW,,2026-07-02,1782975194.75,-67.05019999999999,-42.2526,593.7062970751829,268.0,268,11.852800000000002,-55.19739999999999,0.0,,EGNX,False,False
EGNX,4cae66:2026-07-02T03:59:10Z,RYR8QP,B38M,EI-IJR,,2026-07-02,1782975704.83,-79.0667,-50.7683,713.2593273685725,269.0,268,26.556899999999985,-52.50980000000001,1.0,LMML,EGNX,False,False
EGNX,4caa60:2026-07-02T05:36:35Z,RYR10NM,B738,EI-EXE,,2026-07-02,1782978475.64,-61.80000000000001,-44.18,205.83438310380197,268.0,268,0.0,-61.80000000000001,0.0,,EGNX,False,False
EGNX,4ca304:2026-07-02T07:05:33Z,RYR6KZ,B738,EI-DLY,,2026-07-02,1782982996.72,-67.0058,-47.7013,287.84431291641476,269.0,268,0.0,-67.0058,1.0,LEBL,EGNX,False,False
EGNX,4ca84d:2026-07-02T06:58:46Z,RYR2EY,B738,EI-EME,,2026-07-02,1782984748.48,-70.9658,-46.673,574.8176264462052,272.0,268,17.469099999999997,-53.496700000000004,4.0,,EGNX,False,False
EGNX,4cad3b:2026-07-02T07:52:27Z,RYR62AD,B38M,EI-HGS,,2026-07-02,1782985901.17,-93.97470000000001,-65.4315,723.5368695354695,272.0,268,24.12700000000001,-69.8477,4.0,EPWR,EGNX,False,False
EGNX,4cac1f:2026-07-02T08:18:07Z,RYR5PH,B38M,EI-HEZ,,2026-07-02,1782988817.69,-59.4307,-39.5426,314.2720715311507,268.0,268,0.0,-59.4307,0.0,,EGNX,False,False
EGNX,4cade2:2026-07-02T08:37:07Z,RYR55EC,B38M,EI-IGW,,2026-07-02,1782989243.9,-60.7474,-33.6859,1226.0340997135022,267.0,268,2.5655999999999892,-58.18180000000001,1.0,,EGNX,False,False
EGNX,4ca570:2026-07-02T10:18:55Z,RYR378Z,B738,EI-DWK,,2026-07-02,1782989726.05,-81.82570000000001,-64.3971,193.05076556661177,268.0,268,0.0,-81.82570000000001,0.0,EIDW,EGNX,False,False
EGNX,406a62:2026-07-02T09:30:38Z,EXS31ED,B738,G-GDFX,,2026-07-02,1782992957.19,-79.4308,-51.7612,688.6949788617975,57.0,88,67.34900000000002,-12.081799999999987,31.0,,EGNX,False,False
EGNX,407fac:2026-07-02T09:40:22Z,TOM1AD,B38M,G-TUOB,,2026-07-02,1782994177.88,-115.47,-92.398,523.5612659425034,272.0,268,58.99959999999999,-56.47040000000001,4.0,LEMG,EGNX,False,False
EGNX,4cad3e:2026-07-02T10:34:56Z,RYR6MH,B38M,EI-HMW,,2026-07-02,1782994386.61,-100.43180000000001,-71.5222,738.9196502195653,275.0,268,44.6678,-55.76400000000001,7.0,,EGNX,False,False
EGNX,4d2518:2026-07-02T10:07:18Z,RYR8MV,B738,9H-QFE,,2026-07-02,1782994928.46,-80.49860000000001,-51.2898,754.3024923201336,269.0,268,26.92870000000002,-53.56989999999999,1.0,LIRA,EGNX,False,False
EGNX,4072dc:2026-07-02T09:23:10Z,EXS650,B738,G-DRTB,,2026-07-02,1782995716.63,-101.15700000000001,-73.3026,687.6096602216473,276.0,268,50.77090000000001,-50.3861,8.0,LMML,EGNX,False,False
EGNX,4066ce:2026-07-02T09:49:20Z,TOM1HG,B738,G-TAWG,,2026-07-02,1782996264.85,-86.04920000000001,-57.0492,867.9946784219487,273.0,268,12.806900000000013,-73.2423,5.0,,EGNX,False,False
EGNX,4077bb:2026-07-02T10:46:17Z,EXS2BS,B738,G-DRTW,,2026-07-02,1782996940.38,-73.7183,14.8202,778.3022931662126,268.0,268,28.163999999999987,-45.55430000000001,0.0,,EGNX,False,False
EGNX,4076b0:2026-07-02T10:18:48Z,TOM68C,B738,G-TAWY,,2026-07-02,1782997187.87,-82.39599999999999,-54.9332,672.8407315516604,270.0,268,37.87859999999998,-44.51740000000001,2.0,LDDU,EGNX,False,False
EGNX,407179:2026-07-02T10:33:54Z,EXS4GC,B738,G-JZBL,,2026-07-02,1782997508.36,-92.7013,-38.5813,210.9386208718919,269.0,268,24.5548,-68.1465,1.0,,EGNX,False,False
EGNX,407e4e:2026-07-02T10:46:17Z,EXS31F,B738,G-JZBT,,2026-07-02,1782998377.6,-79.59030000000001,-50.5903,889.0854728907647,17.0,88,15.0394,-64.55090000000001,71.0,LEMG,EGNX,False,False
EGNX,4cade2:2026-07-02T13:13:16Z,RYR19SY,B38M,EI-IGW,,2026-07-02,1783000983.39,-53.29930000000002,-32.7618,344.164991924568,268.0,268,0.0,-53.29930000000002,0.0,EIKN,EGNX,False,False
EGNX,408067:2026-07-02T10:41:52Z,EXS1E,B738,G-JZBZ,,2026-07-02,1783001145.17,-93.94150000000002,-64.9038,867.0969763544965,272.0,268,41.456500000000005,-52.485000000000014,4.0,,EGNX,False,False
EGNX,4067f3:2026-07-02T07:09:06Z,TOM467,B738,G-TAWP,,2026-07-02,1783001311.66,-102.16669999999999,-94.2656,451.3864488628125,270.0,268,75.89080000000001,-26.27589999999998,2.0,EGNX,EGNX,False,False
EGNX,4ca856:2026-07-02T12:31:14Z,RYR99,B738,EI-EMN,,2026-07-02,1783001558.22,-76.2833,-54.1944,472.5216820694017,268.0,268,0.0,-76.2833,0.0,,EGNX,False,False
EGNX,40803c:2026-07-02T10:27:11Z,EXS3AK,B738,G-JZDD,,2026-07-02,1783001909.08,-87.7029,-12.9756,831.0333613970478,273.0,268,38.04770000000002,-49.65519999999998,5.0,,EGNX,False,False
EGNX,408124:2026-07-02T10:55:14Z,EXS87KA,B738,G-JZDH,,2026-07-02,1783002103.83,-94.08879999999999,-65.0888,820.5746888129531,268.0,268,45.02969999999999,-49.0591,0.0,,EGNX,False,False
EGNX,407e56:2026-07-02T11:53:39Z,HGO443,B744,G-ONEE,,2026-07-02,1783003935.34,-18.572900000000004,6.0444,588.4665335888515,268.0,268,26.329799999999977,7.756899999999973,0.0,,EGNX,False,False
EGNX,4caff6:2026-07-02T12:31:21Z,RYR80DH,B38M,EI-ILK,,2026-07-02,1783004454.85,-107.6796,-85.5581,456.8936384348159,17.0,88,17.261799999999994,-90.4178,71.0,LEMG,EGNX,False,False
EGNX,4cad3b:2026-07-02T10:50:18Z,RYR38WH,B38M,EI-HGS,,2026-07-02,1783005335.98,-90.96679999999998,-65.9866,599.0132423887271,330.0,268,4.667899999999975,-86.2989,62.0,EGNX,EGNX,False,False
EGNX,407fae:2026-07-02T12:37:39Z,TOM2YM,B38M,G-TUMZ,,2026-07-02,1783007434.44,-115.7536,-93.072,509.40059847837574,269.0,268,39.6139,-76.1397,1.0,,EGNX,False,False
EGNX,40796c:2026-07-02T13:03:57Z,TOM92A,B38M,G-TUMN,,2026-07-02,1783008531.33,-96.56709999999998,-70.0829,641.4581452491973,270.0,268,47.79499999999996,-48.77210000000002,2.0,,EGNX,False,False
EGNX,424bd7:2026-07-02T14:35:47Z,JCB1,GL7T,M-JCBB,,2026-07-02,1783010245.01,-50.24939999999998,-23.2328,662.0064465935789,268.0,268,0.0,-50.24939999999998,0.0,,EGNX,False,False
EGNX,400b4b:2026-07-02T10:41:24Z,DHK369,B763,G-DHLM,,2026-07-02,1783010996.71,-31.6995,-3.8099,703.1416444937388,266.0,268,25.0,-6.6995000000000005,2.0,KJFK,EGNX,False,False
EGNX,4ca570:2026-07-02T15:05:55Z,RYR55FV,B738,EI-DWK,,2026-07-02,1783012973.99,-103.07499999999999,-26.075,625.3465146429891,269.0,268,11.650899999999979,-91.42410000000001,1.0,,EGNX,False,False
EGNX,4cad3e:2026-07-02T15:40:40Z,RYR9XF,B38M,EI-HMW,,2026-07-02,1783013723.45,-87.41489999999999,-60.8033,646.4400861186645,270.0,268,25.864199999999983,-61.550700000000006,2.0,,EGNX,False,False
EGNX,3c4585:2026-07-02T11:11:03Z,BOX389,B77L,D-AALE,,2026-07-02,1783014232.33,-111.40789999999998,-82.1991,785.0011717432495,269.0,268,78.34979999999996,-33.058100000000024,1.0,KCVG,EGNX,False,False
EGNX,3c4595:2026-07-02T17:16:56Z,BOX192,B77L,D-AALU,,2026-07-02,1783018202.23,-132.90550000000002,-108.9679,562.1334482852618,268.0,268,92.60630000000003,-40.299199999999985,0.0,EDDP,EGNX,False,False
EGNX,4067a3:2026-07-02T16:57:36Z,DHK3999,B763,G-DHLJ,,2026-07-02,1783018950.24,-12.806899999999985,9.1183,446.0792206982688,268.0,268,0.0,-12.806899999999985,0.0,,EGNX,False,False
EGNX,40066c:2026-07-02T18:19:02Z,DHK2877,B752,G-BMRJ,,2026-07-02,1783019519.5,-35.65890000000002,-9.9704,625.4209792819918,268.0,268,0.0,-35.65890000000002,0.0,,EGNX,False,False
EGNX,a3b557:2026-07-02T12:54:57Z,UPS237,B763,N338UP,UNITED PARCEL SERVICE CO,2026-07-02,1783019690.2,-34.87479999999999,-15.3035,298.5093113661025,268.0,268,0.0,-34.87479999999999,0.0,KPHL,EGNX,False,False
EGNX,4ca304:2026-07-02T17:20:12Z,RYR8VT,B738,EI-DLY,,2026-07-02,1783019843.77,-71.77210000000002,-42.7289,820.951775417742,269.0,268,37.587199999999996,-34.18490000000003,1.0,LEBL,EGNX,False,False
EGNX,4004fe:2026-07-02T19:04:04Z,MUK6977,B762,G-MACY,,2026-07-02,1783021302.3,-28.66669999999999,-5.9611,508.17772774295287,268.0,268,0.0,-28.66669999999999,0.0,,EGNX,False,False
EGNX,405f32:2026-07-02T19:13:25Z,DHK2507,B763,G-DHLE,,2026-07-02,1783021894.36,-0.5079999999999814,27.424,697.8766582162941,267.0,268,0.0,-0.5079999999999814,1.0,EGAA,EGNX,False,False
EGNX,408127:2026-07-02T19:12:49Z,MUK6565,B762,G-MACZ,,2026-07-02,1783022052.97,-20.820299999999975,6.852,1026.045956516966,271.0,268,25.0,4.179700000000025,3.0,EGPH,EGNX,False,False
EGNX,4076e0:2026-07-02T19:15:53Z,NPT9BF,B738,G-NPTD,,2026-07-02,1783022244.43,-75.01499999999999,-54.3351,356.46105147384856,268.0,268,25.089400000000012,-49.925599999999974,0.0,EGAA,EGNX,False,False
EGNX,48c2b1:2026-07-02T17:33:36Z,RYR6BA,B38M,SP-RZS,,2026-07-02,1783022355.28,-83.91300000000001,-54.7602,749.1300890118537,271.0,268,34.393399999999986,-49.519600000000025,3.0,EPKK,EGNX,False,False
EGNX,4ca4ec:2026-07-02T19:29:01Z,RYR62LK,B738,EI-DPH,,2026-07-02,1783022923.29,-70.6662,-59.1109,71.72704499498457,268.0,268,0.0,-70.6662,0.0,EIDW,EGNX,False,False
EGNX,4cac1f:2026-07-02T11:59:00Z,RYR79HT,B38M,EI-HEZ,,2026-07-02,1783023729.1,-91.25029999999998,-66.3463,595.3068425051221,275.0,268,51.324299999999994,-39.92599999999999,7.0,EGNX,EGNX,False,False
EGNX,4cad3b:2026-07-02T18:49:55Z,RYR25UZ,B38M,EI-HGS,,2026-07-02,1783025078.18,-81.80959999999999,-58.8768,519.9471084099097,270.0,268,51.31299999999999,-30.4966,2.0,LIPH,EGNX,False,False
EGNX,3420c6:2026-07-02T20:14:49Z,BCS2MC,B738,EC-IXE,,2026-07-02,1783025630.1,-59.0797,-34.3887,595.3724467595407,268.0,268,32.4314,-26.648300000000006,0.0,EIDW,EGNX,False,False
EGNX,407477:2026-07-02T20:30:51Z,NPT1A,B738,G-NPTA,,2026-07-02,1783026595.51,-47.66050000000001,-26.834,367.0083065786316,268.0,268,0.0,-47.66050000000001,0.0,EGAA,EGNX,False,False
EGNX,407cf7:2026-07-02T12:18:13Z,DHK051,B77L,G-DHLX,,2026-07-02,1783027339.94,-99.2457,-76.2953,518.4558072402203,266.0,268,3.607599999999991,-95.63810000000001,2.0,KLAX,EGNX,False,False
EGNX,40803c:2026-07-02T19:16:41Z,EXS22TL,B738,G-JZDD,,2026-07-02,1783027966.36,-67.9554,-43.517,583.1595991658938,270.0,268,48.90620000000001,-19.049199999999985,2.0,,EGNX,False,False
EGNX,408124:2026-07-02T19:20:17Z,EXS9CM,B738,G-JZDH,,2026-07-02,1783028229.26,-90.5729,-68.8672,430.29189928584606,268.0,268,72.15460000000002,-18.418299999999988,0.0,LEMH,EGNX,False,False
EGNX,408315:2026-07-02T22:07:44Z,NPT2R,B738,G-NPTI,,2026-07-02,1783032351.71,-42.44119999999998,-13.41,744.0248663038478,271.0,268,7.482100000000003,-34.95909999999998,3.0,EGAA,EGNX,False,False
EGNX,4082f4:2026-07-02T22:07:28Z,NPT4S,B738,G-NPTG,,2026-07-02,1783032603.75,-37.1644,-8.1644,846.9040733583406,268.0,268,2.666999999999973,-34.49740000000003,0.0,EGPH,EGNX,False,False
EGNX,4067a4:2026-07-02T22:01:55Z,DHK037,B763,G-DHLK,,2026-07-02,1783032715.98,-9.750400000000013,97.0299,1041.4272129292244,268.0,268,0.4533000000000129,-9.2971,0.0,EBBR,EGNX,False,False
EGNX,4bb46d:2026-07-02T19:28:10Z,MNB9381,A333,TC-MCM,,2026-07-02,1783032868.17,-36.79509999999999,-9.7951,1131.661110674048,270.0,268,2.7789999999999964,-34.016099999999994,2.0,,EGNX,False,False
EGNX,40766d:2026-07-02T19:53:09Z,EXS98RH,B738,G-DRTN,,2026-07-02,1783033027.78,-51.113800000000026,-23.4973,1031.150642999598,268.0,268,42.392600000000016,-8.72120000000001,0.0,,EGNX,False,False
EGNX,4ca9c1:2026-07-02T20:38:42Z,RYR39LG,B738,EI-EVA,,2026-07-02,1783033874.78,-34.824400000000026,118.4556,788.8484484979107,272.0,268,1.8560000000000514,-32.968399999999974,4.0,LEMG,EGNX,False,False
EGNX,4072dc:2026-07-02T19:28:08Z,EXS4A,B738,G-DRTB,,2026-07-02,1783034156.34,-72.24149999999997,-48.9247,533.8393747098864,274.0,268,64.49089999999995,-7.75060000000002,6.0,GCRR,EGNX,False,False
EGNX,4066ce:2026-07-02T19:48:53Z,TOM92M,B738,G-TAWG,,2026-07-02,1783035134.85,-57.636199999999974,10.1411,544.050324294959,270.0,268,25.0,-32.636199999999974,2.0,GCRR,EGNX,False,False
EGNX,3481c9:2026-07-02T21:56:30Z,BCS473,B738,EC-OJX,,2026-07-02,1783035306.63,-68.1755,-40.8126,667.1202451920257,268.0,268,36.24430000000001,-31.93119999999999,0.0,,EGNX,False,False
EGNX,440bc2:2026-07-02T22:25:33Z,BCS427,B752,OE-LNE,,2026-07-02,1783035464.53,-6.874900000000025,19.2484,636.4139351545487,268.0,268,0.0,-6.874900000000025,0.0,EDDK,EGNX,False,False
EGNX,40761a:2026-07-02T22:59:23Z,NPT5D,B734,G-NPTX,,2026-07-02,1783035642.83,-31.737099999999998,-9.5788,477.76128057778703,268.0,268,0.0,-31.737099999999998,0.0,EGPH,EGNX,False,False
EGNX,4ca570:2026-07-02T21:34:06Z,RYR174E,B738,EI-DWK,,2026-07-02,1783035874.61,-52.09269999999998,-0.089,964.5890572328171,273.0,268,20.550899999999956,-31.541800000000023,5.0,,EGNX,False,False
EGNX,4077bb:2026-07-02T19:51:27Z,EXS71RD,B738,G-DRTW,,2026-07-02,1783036662.46,-36.484699999999975,6.4493,1031.5160088916018,268.0,268,5.498099999999965,-30.98660000000001,0.0,,EGNX,False,False
EGNX,407179:2026-07-02T14:34:57Z,EXS633,B738,G-JZBL,,2026-07-03,1783036925.63,-65.85140000000001,-46.8935,277.5220733448406,268.0,268,60.11400000000003,-5.73739999999998,0.0,EGNX,EGNX,False,False
EGNX,4cade2:2026-07-02T15:02:50Z,RYR6PD,B38M,EI-IGW,,2026-07-03,1783037091.9,-44.34739999999999,-22.1891,477.76128057778703,269.0,268,13.754000000000019,-30.593399999999974,1.0,EGNX,EGNX,False,False
EGNX,4ca2c0:2026-07-02T23:43:38Z,RYR1138,B738,EI-DLC,,2026-07-03,1783037360.05,-30.37990000000002,-10.4908,313.3963863724561,269.0,268,0.0,-30.37990000000002,1.0,EGGP,EGNX,False,False
EGNX,4cad3e:2026-07-02T22:13:50Z,RYR4BZ,B38M,EI-HMW,,2026-07-03,1783038133.43,-53.19560000000001,-26.8862,636.3526041154867,269.0,268,23.575400000000002,-29.62020000000001,1.0,,EGNX,False,False
EGNX,4cae51:2026-07-02T21:57:05Z,RYR3DK,B38M,EI-IJA,,2026-07-03,1783038563.02,-53.105500000000006,-23.9399,762.5167060307908,269.0,268,23.906800000000032,-29.198699999999974,1.0,,EGNX,False,False
EGNX,408067:2026-07-02T15:27:32Z,EXS621,B738,G-JZBZ,,2026-07-03,1783038719.29,-79.21870000000001,-25.2187,456.9220269898256,268.0,268,50.191100000000006,-29.027600000000007,0.0,EGNX,EGNX,False,False
EGNX,3c5430:2026-07-02T22:59:16Z,BCS5NR,A306,D-AEAP,,2026-07-03,1783039020.26,-60.039499999999975,-2.0872,933.7300972285046,268.0,268,31.27279999999996,-28.766700000000014,0.0,LIMC,EGNX,False,False
EGNX,406a62:2026-07-02T20:18:00Z,EXS96NX,B738,G-GDFX,,2026-07-03,1783039233.12,-50.41660000000002,-30.3932,318.56927420569014,274.0,268,46.92790000000002,-3.4886999999999944,6.0,,EGNX,False,False
EGNX,400666:2026-07-02T22:43:54Z,DHK7017,B752,G-BMRD,,2026-07-03,1783039519.87,-28.401999999999987,-4.9668,541.0402218283589,269.0,268,0.0,-28.401999999999987,1.0,LIPE,EGNX,False,False
EGNX,4076b0:2026-07-02T21:10:34Z,TOM7YL,B738,G-TAWY,,2026-07-03,1783040072.44,-27.775699999999972,-11.667,134.11826536936826,268.0,268,0.0,-27.775699999999972,0.0,,EGNX,False,False
EGNX,407fac:2026-07-02T13:41:05Z,TOM515,B38M,G-TUOB,,2026-07-03,1783041396.09,-63.40699999999998,-11.407,541.0402218283589,271.0,268,37.06759999999997,-26.339400000000012,3.0,EGNX,EGNX,False,False
EGNX,4067f3:2026-07-02T21:14:57Z,TOM3TY,B738,G-TAWP,,2026-07-03,1783043769.75,-63.55500000000001,-35.4998,703.0489888543091,268.0,268,39.67169999999999,-23.88330000000002,0.0,,EGNX,False,False
EGNX,407fae:2026-07-02T17:08:03Z,TOM255,B38M,G-TUMZ,,2026-07-03,1783044608.22,-60.96660000000003,28.0704,741.4245929365643,270.0,268,38.658500000000004,-22.308100000000024,2.0,EGNX,EGNX,False,False
EGNX,40796c:2026-07-02T17:37:39Z,TOM4KD,B38M,G-TUMN,,2026-07-03,1783046366.44,-60.27969999999999,-31.1141,783.5417804847025,269.0,268,41.86629999999997,-18.413400000000024,1.0,EGNX,EGNX,False,False
EGNX,a3b557:2026-07-09T00:22:32Z,UPS232,B763,N338UP,UNITED PARCEL SERVICE CO,2026-07-09,1783560008.84,-5.863699999999994,22.6843,725.5720174387166,273.0,268,1.9647999999999683,-3.898900000000026,5.0,EDDK,EGNX,False,False
EGNX,4067a4:2026-07-09T00:56:41Z,DHK842,B763,G-DHLK,,2026-07-09,1783561252.21,-29.180499999999995,-14.1535,98.27802415374947,268.0,268,0.0,-29.180499999999995,0.0,EBBR,EGNX,False,False
EGNX,4004fe:2026-07-09T01:13:53Z,MUK6978,B762,G-MACY,,2026-07-09,1783563119.37,-36.21949999999998,-7.4331,733.7472671360795,268.0,268,6.226499999999987,-29.992999999999995,0.0,EDDK,EGNX,False,False
EGNX,4076e0:2026-07-09T01:23:48Z,NPT8BF,B738,G-NPTD,,2026-07-09,1783563300.88,-55.183099999999996,-38.1381,166.72260932599872,268.0,268,0.0,-55.183099999999996,0.0,LFPG,EGNX,False,False
EGNX,408127:2026-07-09T01:38:08Z,MUK6566,B762,G-MACZ,,2026-07-09,1783564521.3,-62.149100000000004,-32.9835,794.0879510274832,273.0,268,25.00000000000003,-37.149099999999976,5.0,EDDK,EGNX,False,False
EGNX,406b1b:2026-07-09T01:50:42Z,NPT2EA,B734,G-JMCS,,2026-07-09,1783564989.25,-31.696000000000026,-13.925,216.110090602103,268.0,268,0.0,-31.696000000000026,0.0,EBLG,EGNX,False,False
