flight_id,box,grp,reg,model,type,callsign,minutes,km,agl_med,agl_min,gs_med,interior,bracketed,lon,lat,start_ap,end_ap,week,d_own
43c8cb:2026-06-19T07:10:01Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,0.72,5.0,387,293,218.0,True,True,-3.85,53.2,EGOV,EGOV,2026-06-13,46.5
43c8cb:2026-06-19T07:10:01Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,1.51,18.0,530,286,220.0,True,True,-3.65,53.175,EGOV,EGOV,2026-06-13,59.9
43c8cb:2026-06-19T07:10:01Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,1.06,20.9,442,319,237.0,True,True,-3.75,52.975,EGOV,EGOV,2026-06-13,60.2
43c8cb:2026-06-19T07:10:01Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,0.36,2.4,631,381,267.0,True,True,-4.1,53.3,EGOV,EGOV,2026-06-13,30.8
407b62:2026-06-19T05:32:12Z,W1_Snowdonia,civ_ga,G-JWPP,AEROPRO Eurofox,EFOX,GJWPP,1.99,12.7,655,194,,False,False,-4.267,53.283,EGOQ,EGSM,2026-06-13,10.6
43c8d2:2026-06-18T15:32:19Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,1.34,21.3,425,256,236.0,True,True,-3.817,53.192,EGOV,EGOV,2026-06-13,50.0
43c924:2026-06-18T15:25:19Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.59,4.4,660,410,254.0,True,True,-3.267,53.1,EGOV,EGOV,2026-06-13,87.6
43c924:2026-06-18T15:25:19Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,2.68,29.8,415,296,245.0,True,True,-3.94,53.255,EGOV,EGOV,2026-06-13,41.4
43c8ef:2026-06-18T13:06:45Z,W1_Snowdonia,rotorcraft,ZM521,AIRBUS HELICOPTERS EC-135/635,EC35,SYS705,0.2,0.6,243,243,103.0,False,False,-3.35,52.9,EGOS,EGOS,2026-06-13,45.6
43c8f7:2026-06-18T11:41:56Z,W1_Snowdonia,rotorcraft,ZM529,AIRBUS HELICOPTERS EC-135/635,EC35,SYS71,2.39,7.7,258,84,72.0,False,False,-3.383,52.9,EGOS,EGOS,2026-06-13,46.5
4080c6:2026-06-18T10:23:16Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRG336,0.94,13.6,636,390,137.0,False,False,-4.3,53.0,,EGCK,2026-06-13,1.5
43c8cc:2026-06-18T09:56:50Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,MTEOR2,0.89,15.2,399,290,233.0,True,True,-3.8,53.183,,,2026-06-13,16.8
43c8cc:2026-06-18T09:56:50Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,MTEOR2,0.98,7.5,444,244,229.0,True,True,-3.793,53.15,,,2026-06-13,19.7
43c8cc:2026-06-18T09:56:50Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,MTEOR2,2.34,17.0,383,178,220.0,True,True,-3.8,53.182,,,2026-06-13,17.2
43c8cd:2026-06-18T09:39:29Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.65,4.5,477,311,246.0,True,False,-3.263,53.112,EGOV,EGOV,2026-06-13,88.6
43c8cd:2026-06-18T09:39:29Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,1.75,13.6,437,213,225.0,True,False,-3.84,53.18,EGOV,EGOV,2026-06-13,49.7
43c922:2026-06-18T09:39:11Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.61,13.0,626,423,134.0,True,False,-4.6,53.125,EGOV,EGOV,2026-06-13,9.8
43c922:2026-06-18T09:39:11Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.72,4.9,581,446,222.0,True,False,-3.26,53.12,EGOV,EGOV,2026-06-13,88.3
43c922:2026-06-18T09:39:11Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.92,11.4,449,232,223.0,True,False,-3.817,53.217,EGOV,EGOV,2026-06-13,49.5
43c924:2026-06-18T09:31:49Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,MTOR1,0.62,10.3,427,235,258.0,True,True,-3.817,53.15,EGOV,EGOV,2026-06-13,51.2
43c924:2026-06-18T09:31:49Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,MTOR1,1.1,8.3,392,307,237.0,True,True,-3.77,53.15,EGOV,EGOV,2026-06-13,53.9
43c924:2026-06-18T09:31:49Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,MTOR1,2.12,23.3,529,336,258.0,True,True,-3.795,53.185,EGOV,EGOV,2026-06-13,51.7
43c8cc:2026-06-17T14:44:21Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT588,0.54,12.8,611,414,246.0,True,False,-4.3,53.3,EGOV,EGOV,2026-06-13,19.5
4080c6:2026-06-17T14:30:38Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,6.58,23.3,171,46,51.0,True,False,-4.55,52.975,EGCK,EGCK,2026-06-13,16.8
43c92a:2026-06-17T12:20:58Z,W1_Snowdonia,rotorcraft,ZM496,AIRBUS HELICOPTERS EC-145,EC45,WWIND228,1.03,17.4,200,200,91.0,False,False,-4.76,53.25,,EGOV,2026-06-13,1.0
43c8cc:2026-06-17T12:05:54Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,WINDR2,1.65,12.3,497,311,241.0,True,True,-3.85,53.17,,,2026-06-13,25.1
43c8cc:2026-06-17T12:05:54Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,WINDR2,0.08,0.6,328,328,251.0,True,True,-3.8,52.9,,,2026-06-13,44.4
43c8cb:2026-06-17T12:04:24Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT68,0.8,5.9,481,325,254.0,True,True,-3.85,53.225,EGOV,EGOV,2026-06-13,46.6
43c8ce:2026-06-17T12:01:21Z,W1_Snowdonia,mil_state,ZM327,BEECHCRAFT T-6 Texan 2,TEX2,WINDR1,1.43,14.3,540,310,246.0,True,True,-3.85,53.2,EGOV,EGOV,2026-06-13,47.2
43c924:2026-06-17T11:17:33Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT01,1.26,12.7,396,396,130.0,False,False,-4.55,53.15,EGOV,,2026-06-13,10.0
402f2f:2026-06-17T10:56:11Z,W1_Snowdonia,civ_ga,G-XAVI,PIPER PA-28-140/150/160/180,P28A,GXAVI,2.01,6.1,581,237,50.0,True,True,-3.78,52.95,EGCK,EGNR,2026-06-13,41.5
43c922:2026-06-17T10:10:09Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,MTOR2,0.49,3.6,407,407,241.0,True,True,-4.325,52.95,,,2026-06-13,11.1
43c922:2026-06-17T10:10:09Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,MTOR2,0.27,1.9,372,331,239.0,True,True,-4.35,52.95,,,2026-06-13,10.6
43c922:2026-06-17T10:10:09Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,MTOR2,0.28,2.1,660,660,230.0,False,True,-4.45,52.95,,,2026-06-13,3.2
43c8cb:2026-06-17T09:29:55Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,MTEOR1,0.52,3.8,363,254,237.0,True,True,-4.32,52.95,EGOV,EGOV,2026-06-13,32.5
43c8cb:2026-06-17T09:29:55Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,MTEOR1,0.33,2.3,648,571,238.0,True,True,-4.475,52.95,EGOV,EGOV,2026-06-13,31.4
43c8e3:2026-06-17T08:38:57Z,W1_Snowdonia,rotorcraft,ZM509,AIRBUS HELICOPTERS EC-135/635,EC35,SYS90,0.07,0.2,231,231,111.0,False,False,-3.8,52.95,EGOS,EGOS,2026-06-13,76.6
43c8e3:2026-06-17T08:38:57Z,W1_Snowdonia,rotorcraft,ZM509,AIRBUS HELICOPTERS EC-135/635,EC35,SYS90,0.52,1.8,104,72,112.0,False,False,-3.35,52.9,EGOS,EGOS,2026-06-13,45.5
43c8e3:2026-06-17T08:38:57Z,W1_Snowdonia,rotorcraft,ZM509,AIRBUS HELICOPTERS EC-135/635,EC35,SYS90,0.08,0.3,296,296,116.0,False,False,-3.25,52.9,EGOS,EGOS,2026-06-13,40.1
43c8f9:2026-06-16T13:43:48Z,W1_Snowdonia,rotorcraft,ZM531,AIRBUS HELICOPTERS EC-135/635,EC35,SYS72,0.52,1.6,509,509,94.0,False,False,-3.25,52.85,EGOS,EGOS,2026-06-13,35.8
43c8cc:2026-06-16T12:17:09Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,1.62,12.1,481,386,237.0,True,True,-3.825,53.192,EGOV,,2026-06-13,47.2
43c8cc:2026-06-16T12:17:09Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,1.61,10.6,219,135,232.0,True,True,-3.779,52.964,EGOV,,2026-06-13,56.9
43c8cc:2026-06-16T12:17:09Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.85,16.5,254,212,251.0,True,True,-3.75,53.0,EGOV,,2026-06-13,58.6
43c8e9:2026-06-16T11:01:14Z,W1_Snowdonia,rotorcraft,ZM515,AIRBUS HELICOPTERS EC-135/635,EC35,SYS71,0.62,1.4,629,468,98.0,False,False,-3.25,52.95,EGOS,EGOS,2026-06-13,41.2
43c5ec:2026-06-16T10:46:17Z,W1_Snowdonia,other,ZM418,AIRBUS A-400M,A400,JIGSW90,0.04,0.4,333,333,261.0,False,False,-3.8,52.9,,,2026-06-13,30.9
43c921:2026-06-16T10:04:07Z,W1_Snowdonia,mil_state,ZM340,BEECHCRAFT T-6 Texan 2,TEX2,VYT61,2.25,23.6,530,330,,False,False,-4.533,53.017,EGOV,EGUW,2026-06-13,21.5
43c5ec:2026-06-16T08:45:33Z,W1_Snowdonia,other,ZM418,AIRBUS A-400M,A400,JIGSW90,0.95,24.8,477,367,271.0,False,False,-4.0,53.1,EGVN,,2026-06-13,8.3
4077d7:2026-06-16T08:31:01Z,W1_Snowdonia,rotorcraft,G-ILLD,ROBINSON R-44 Raven,R44,GCRDL,3.31,9.5,427,212,90.0,False,False,-3.3,52.881,,,2026-06-13,34.3
4071ab:2026-06-16T07:21:30Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.39,31.8,397,-80,129.0,False,False,-4.3,53.312,EGCK,,2026-06-13,23.2
43c922:2026-06-15T14:29:21Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,1.89,16.1,328,183,239.0,True,False,-3.83,53.2,EGOV,,2026-06-13,26.2
43c922:2026-06-15T14:29:21Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,1.02,15.9,243,102,247.0,False,False,-3.75,52.975,EGOV,,2026-06-13,2.5
4080c6:2026-06-15T13:34:01Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,2.64,9.9,466,466,1.0,True,False,-4.071,53.371,EGCK,EGCK,2026-06-13,38.2
43c8cd:2026-06-15T12:13:22Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT91,0.68,12.5,608,128,234.0,True,True,-3.85,53.15,EGOV,EGOV,2026-06-13,45.7
43c8d2:2026-06-15T12:09:31Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VNQSH01,1.33,17.0,433,228,,False,False,-3.82,53.2,EGOV,,2026-06-13,14.4
4077d7:2026-06-15T11:15:30Z,W1_Snowdonia,rotorcraft,G-ILLD,ROBINSON R-44 Raven,R44,GCRDL,0.37,0.9,677,648,113.0,False,False,-3.275,53.2,EGCB,,2026-06-13,0.5
43c5ef:2026-06-15T10:20:36Z,W1_Snowdonia,other,ZM421,AIRBUS A-400M,A400,JIGSW93,0.71,5.6,564,553,261.0,False,False,-3.85,53.175,,EGVN,2026-06-13,157.8
43c8cb:2026-06-15T10:06:43Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.48,18.9,376,207,236.0,True,True,-3.75,53.15,EGOV,EGOV,2026-06-13,51.3
43c8cc:2026-06-15T09:43:03Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,0.26,1.9,649,649,245.0,True,False,-3.9,53.2,EGOV,EGOV,2026-06-13,43.2
43c8cd:2026-06-15T08:07:36Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,CORDT2,0.64,4.4,489,489,243.0,True,True,-3.85,53.15,,,2026-06-13,14.8
43c8cd:2026-06-15T08:07:36Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,CORDT2,0.78,14.2,376,186,245.0,True,True,-3.75,52.975,,,2026-06-13,34.2
43c8ca:2026-06-15T07:35:21Z,W1_Snowdonia,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,CORDT1,1.52,20.1,384,213,236.0,True,True,-3.725,52.975,EGOV,EGOV,2026-06-13,61.1
4080c6:2026-06-14T20:57:13Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,3.61,17.8,210,110,66.0,True,False,-4.458,53.0,,EGCK,2026-06-13,9.5
4080c6:2026-06-14T20:57:13Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,4.73,6.3,282,153,62.0,True,False,-4.365,52.983,,EGCK,2026-06-13,11.2
4071ab:2026-06-14T19:07:45Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.62,12.0,458,40,,False,False,-4.3,53.0,,EGCK,2026-06-13,1.2
4071ab:2026-06-14T18:05:00Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.67,2.7,592,592,114.0,False,False,-4.3,52.95,EGCK,,2026-06-13,1.4
4071ab:2026-06-14T16:41:05Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.02,3.7,673,443,113.0,True,False,-4.4,52.983,EGCK,EGCK,2026-06-13,11.2
407e39:2026-06-14T08:45:21Z,W1_Snowdonia,rotorcraft,G-NADE,BELL 505 JetRanger X,B505,GNADE,3.0,8.7,626,572,94.0,False,False,-3.758,52.975,,EGCK,2026-06-13,3.6
407e39:2026-06-14T08:45:21Z,W1_Snowdonia,rotorcraft,G-NADE,BELL 505 JetRanger X,B505,GNADE,1.9,5.6,492,492,99.0,True,False,-3.85,53.233,,EGCK,2026-06-13,32.5
407e39:2026-06-14T08:45:21Z,W1_Snowdonia,rotorcraft,G-NADE,BELL 505 JetRanger X,B505,GNADE,1.24,7.0,657,657,99.0,True,False,-3.95,53.25,,EGCK,2026-06-13,32.6
4080c6:2026-06-13T22:58:22Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,2.01,14.6,243,86,,False,False,-4.537,53.05,,EGCK,2026-06-13,12.0
4080c6:2026-06-13T22:19:13Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,7.65,14.8,196,71,69.0,False,False,-4.5,53.083,EGCK,,2026-06-13,5.9
4080c6:2026-06-13T21:06:09Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,0.57,1.6,645,645,84.0,True,False,-4.25,53.05,EGCK,EGCK,2026-06-13,8.1
4080c6:2026-06-13T21:06:09Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD337,3.45,6.2,470,305,56.0,True,False,-3.95,53.1,EGCK,EGCK,2026-06-13,27.7
43c8cf:2026-06-13T14:30:14Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.78,19.7,342,230,236.0,False,False,-3.85,53.175,,,2026-06-13,5.2
43c8ca:2026-06-13T14:04:42Z,W1_Snowdonia,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT01,0.62,4.2,488,488,230.0,True,False,-3.85,53.175,EGUB,EGOV,2026-06-13,44.2
4080c6:2026-06-13T13:28:36Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRG336,0.37,1.6,320,320,143.0,True,False,-3.95,53.2,EGCK,EGGP,2026-06-13,30.7
407045:2026-07-03T19:43:46Z,W1_Snowdonia,rotorcraft,G-LOYW,AIRBUS HELICOPTERS EC-145,EC45,GAMA101P,1.2,7.0,464,408,113.0,True,False,-4.3,52.992,,EGCK,2026-06-27,10.3
43c8d2:2026-07-03T15:19:24Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,1.41,25.3,399,190,226.0,True,True,-3.85,53.181,EGOV,EGOV,2026-06-27,47.5
43c8d2:2026-07-03T15:19:24Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,0.94,7.6,563,461,239.0,True,True,-3.75,52.95,EGOV,EGOV,2026-06-27,61.4
4071ab:2026-07-03T15:16:08Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.2,0.6,626,626,109.0,False,False,-3.8,53.3,,,2026-06-27,0.4
43c8d0:2026-07-03T15:01:45Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT566,0.7,5.8,518,348,268.0,True,True,-3.787,52.975,EGOV,EGOV,2026-06-27,58.5
43c8d0:2026-07-03T15:01:45Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT566,1.11,13.3,543,296,231.0,True,True,-3.75,52.95,EGOV,EGOV,2026-06-27,61.5
424c6c:2026-07-03T14:07:01Z,W1_Snowdonia,rotorcraft,M-DOGA,AIRBUS HELICOPTERS EC-135/635,EC35,MDOGA,0.94,3.6,632,551,127.0,True,False,-3.95,53.0,EGFC,EGNS,2026-06-27,127.4
4071ab:2026-07-03T12:45:41Z,W1_Snowdonia,rotorcraft,G-WOBR,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.83,3.2,666,666,126.0,False,False,-3.35,52.9,,,2026-06-27,1.6
43c8d0:2026-07-03T12:32:03Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,2.02,24.4,537,203,247.0,True,False,-3.836,53.2,,,2026-06-27,7.8
43c8d0:2026-07-03T12:32:03Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,0.61,12.1,287,230,245.0,True,False,-3.75,53.15,,,2026-06-27,10.8
43c8d0:2026-07-03T12:32:03Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,0.48,4.0,264,264,244.0,True,False,-3.65,53.1,,,2026-06-27,19.0
43c8d0:2026-07-03T12:32:03Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,2.27,16.3,290,257,271.0,True,False,-3.722,53.139,,,2026-06-27,13.2
43c8cb:2026-07-03T12:27:56Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,RCKT01,1.74,25.8,502,260,253.0,True,False,-3.818,53.2,EGOV,EGOV,2026-06-27,49.1
43c8cb:2026-07-03T12:27:56Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,RCKT01,0.28,13.2,364,181,235.0,True,False,-3.75,53.15,EGOV,EGOV,2026-06-27,53.9
43c8cb:2026-07-03T12:27:56Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,RCKT01,0.16,1.3,320,320,253.0,True,False,-3.65,53.1,EGOV,EGOV,2026-06-27,63.5
43c8cb:2026-07-03T12:27:56Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,RCKT01,0.61,7.7,421,277,220.0,True,False,-3.7,53.108,EGOV,EGOV,2026-06-27,58.4
43c8cd:2026-07-03T10:05:42Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT76,0.1,0.7,626,626,248.0,True,False,-4.3,53.3,EGOV,EGTE,2026-06-27,19.7
43c8d2:2026-07-03T10:03:10Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,1.88,30.7,434,313,240.0,True,True,-3.825,53.113,EGOV,EGOV,2026-06-27,51.9
43c8d2:2026-07-03T10:03:10Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,0.73,5.5,532,504,244.0,True,True,-3.588,53.1,EGOV,EGOV,2026-06-27,68.6
43c8d2:2026-07-03T10:03:10Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,0.35,9.1,520,310,261.0,True,True,-3.8,52.95,EGOV,EGOV,2026-06-27,58.9
43c8cc:2026-07-03T09:57:47Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT85,0.59,4.7,349,204,274.0,True,True,-3.825,53.175,EGOV,EGOV,2026-06-27,49.9
43c8cc:2026-07-03T09:57:47Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT85,0.24,1.9,604,604,250.0,True,True,-3.75,52.95,EGOV,EGOV,2026-06-27,64.5
43c8e0:2026-07-03T09:47:03Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS102,0.23,2.2,545,274,93.0,True,False,-3.95,53.1,EGOS,EGOS,2026-06-27,90.4
43c8e0:2026-07-03T09:47:03Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS102,3.23,6.1,282,133,54.0,True,True,-4.05,53.186,EGOS,EGOS,2026-06-27,100.3
43c8e0:2026-07-03T09:47:03Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS102,0.02,0.1,484,484,118.0,True,False,-3.35,52.95,EGOS,EGOS,2026-06-27,47.3
43c8e0:2026-07-03T09:47:03Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS102,1.36,4.4,554,366,118.0,False,False,-3.25,52.9,EGOS,EGOS,2026-06-27,40.1
43c8cc:2026-07-03T07:25:01Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.03,0.3,611,611,278.0,True,True,-3.75,52.9,EGOV,EGOV,2026-06-27,62.0
43c8cc:2026-07-03T07:25:01Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.53,3.9,603,388,240.0,True,True,-3.283,53.1,EGOV,EGOV,2026-06-27,84.2
43c5e2:2026-07-02T21:35:19Z,W1_Snowdonia,other,ZM408,AIRBUS A-400M,A400,JGSAW91,0.25,14.1,648,598,269.0,False,False,-3.85,53.15,EGVN,EGVN,2026-06-27,220.1
43c5e2:2026-07-02T21:35:19Z,W1_Snowdonia,other,ZM408,AIRBUS A-400M,A400,JGSAW91,0.19,3.1,537,529,276.0,True,False,-3.85,53.2,EGVN,EGVN,2026-06-27,225.3
43c5dc:2026-07-02T21:02:00Z,W1_Snowdonia,other,ZM402,AIRBUS A-400M,A400,JDGMT87,2.47,45.6,516,390,273.0,False,False,-3.885,53.2,EGVN,EGVN,2026-06-27,224.5
43c5dc:2026-07-02T21:02:00Z,W1_Snowdonia,other,ZM402,AIRBUS A-400M,A400,JDGMT87,0.05,0.5,435,435,270.0,False,False,-3.8,52.9,EGVN,EGVN,2026-06-27,198.6
43c92a:2026-07-02T14:04:40Z,W1_Snowdonia,rotorcraft,ZM496,AIRBUS HELICOPTERS EC-145,EC45,WWIND212,0.5,1.0,335,335,85.0,False,False,-4.5,53.3,,,2026-06-27,0.5
43c8d8:2026-07-02T12:53:07Z,W1_Snowdonia,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL55,0.45,3.1,606,606,221.0,True,True,-3.55,53.05,EGYD,EGYD,2026-06-27,201.8
43c8d8:2026-07-02T12:53:07Z,W1_Snowdonia,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL55,1.38,13.1,640,390,209.0,True,True,-3.725,53.225,EGYD,EGYD,2026-06-27,214.9
43c8d8:2026-07-02T12:53:07Z,W1_Snowdonia,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL55,0.73,8.2,621,450,208.0,True,True,-3.95,53.0,EGYD,EGYD,2026-06-27,229.4
43c8cc:2026-07-02T12:20:26Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.58,15.7,248,183,236.0,True,True,-3.85,53.15,EGOV,EGOV,2026-06-27,45.5
43c8d7:2026-07-02T11:18:58Z,W1_Snowdonia,mil_state,ZM336,EMBRAER EMB-500 Phenom 100,E50P,CWL42,0.53,3.8,696,614,226.0,False,False,-3.8,53.2,EGYD,EGYD,2026-06-27,219.3
008f33:2026-07-02T11:05:35Z,W1_Snowdonia,other,ZS-FTA,CESSNA 201 Centurion,C210,ZSGDF,2.81,5.4,500,338,56.0,True,True,-3.942,53.2,,,2026-06-27,28.4
43c5e4:2026-07-02T09:08:17Z,W1_Snowdonia,other,ZM410,AIRBUS A-400M,A400,ARKTS34,0.57,6.2,452,408,224.0,False,False,-3.75,53.0,EGVN,EGVN,2026-06-27,202.9
43c5e4:2026-07-02T09:08:17Z,W1_Snowdonia,other,ZM410,AIRBUS A-400M,A400,ARKTS34,0.98,55.8,441,235,264.0,False,False,-4.0,53.1,EGVN,EGVN,2026-06-27,221.1
406b75:2026-07-02T08:25:10Z,W1_Snowdonia,other,G-KLNM,AEROSPATIALE AS-350 Ecureuil,AS50,GYPSI,0.19,1.2,569,569,974.0,False,False,-3.35,52.9,,,2026-06-27,0.6
43c8d0:2026-07-01T13:48:59Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VNQSH02,3.27,31.0,486,324,252.0,False,False,-3.73,53.12,,,2026-06-27,17.7
