flight_id,box,grp,reg,model,type,callsign,minutes,km,agl_med,agl_min,gs_med,interior,bracketed,lon,lat,start_ap,end_ap,week,d_own
405ff3:2025-06-20T15:33:41Z,LK_LakeDist,civ_ga,G-CFUE,ALPI Pioneer 330,PNR3,GCFUE,0.18,0.7,653,653,124.0,False,False,-3.05,54.5,,,2025-06-14,127.7
424c59:2025-06-20T12:35:26Z,LK_LakeDist,rotorcraft,M-PLGL,BELL 407,B407,MPLGL,0.66,2.1,340,334,98.0,False,False,-3.05,54.55,,,2025-06-14,9.4
424c59:2025-06-20T12:35:26Z,LK_LakeDist,rotorcraft,M-PLGL,BELL 407,B407,MPLGL,1.26,4.5,549,469,116.0,False,False,-3.05,54.5,,,2025-06-14,3.1
43c8d4:2025-06-20T11:40:45Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL19,0.15,1.0,614,614,221.0,False,False,-2.95,54.45,EGYD,EGYD,2025-06-14,224.7
43c8d6:2025-06-20T11:12:06Z,LK_LakeDist,mil_state,ZM335,EMBRAER EMB-500 Phenom 100,E50P,CWL51,0.92,6.7,610,355,241.0,False,False,-2.95,54.475,EGYD,EGYD,2025-06-14,227.5
43c8e0:2025-06-20T08:35:32Z,LK_LakeDist,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS150,3.02,10.1,150,96,128.0,False,False,-2.95,54.483,EGOS,EGCB,2025-06-14,120.9
40296f:2025-06-19T15:29:49Z,LK_LakeDist,civ_ga,G-OZJX,PIPER PA-28-140/150/160/180,P28A,GOZJX,0.32,1.1,513,513,106.0,False,False,-2.95,54.5,,EGGP,2025-06-14,0.5
40296f:2025-06-19T15:29:49Z,LK_LakeDist,civ_ga,G-OZJX,PIPER PA-28-140/150/160/180,P28A,GOZJX,0.79,2.7,535,395,97.0,False,False,-2.95,54.45,,EGGP,2025-06-14,4.4
4046b6:2025-06-19T12:47:19Z,LK_LakeDist,civ_ga,G-UANT,PIPER PA-28-140/150/160/180,P28A,GUANT,0.8,2.3,641,641,111.0,False,False,-3.15,54.2,EGNH,EGNH,2025-06-14,49.5
4057c3:2025-06-18T12:44:24Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.86,3.0,654,572,108.0,False,False,-3.15,54.2,,,2025-06-14,7.3
43c8d6:2025-06-16T14:56:32Z,LK_LakeDist,mil_state,ZM335,EMBRAER EMB-500 Phenom 100,E50P,CWL36,1.68,11.8,547,438,211.0,False,False,-2.95,54.465,,EGXE,2025-06-14,91.9
4057c3:2025-07-16T11:20:46Z,LK_LakeDist,rotorcraft,G-GOES,ROBINSON R-44 Raven,R44,GGOES,0.73,2.8,520,520,96.0,False,False,-3.15,54.2,EGNL,,2025-07-12,9.3
43c8ee:2025-07-16T10:09:30Z,LK_LakeDist,rotorcraft,ZM520,AIRBUS HELICOPTERS EC-135/635,EC35,SYS150,3.24,10.5,189,101,100.0,False,False,-2.95,54.488,EGOS,EGCB,2025-07-12,122.1
43c94d:2025-07-14T13:10:33Z,LK_LakeDist,rotorcraft,ZM731,MCDONNELL DOUGLAS AH-64 Apache,H64,BACHUS1,0.53,1.6,80,80,103.0,False,False,-2.35,54.75,,EGXE,2025-07-12,0.8
4078b9:2025-07-14T12:58:09Z,LK_LakeDist,civ_ga,G-SHMB,LET L-39 Albatros,L39,GSHMB,0.52,4.4,486,468,258.0,False,False,-3.175,54.2,EGNH,EGNH,2025-07-12,50.7
43c953:2025-07-14T11:45:30Z,LK_LakeDist,rotorcraft,ZM737,MCDONNELL DOUGLAS AH-64 Apache,H64,BCCHS2,0.47,2.0,337,337,145.0,False,False,-2.35,54.75,EGXE,,2025-07-12,17.0
43c953:2025-07-14T11:45:30Z,LK_LakeDist,rotorcraft,ZM737,MCDONNELL DOUGLAS AH-64 Apache,H64,BCCHS2,0.07,0.3,420,420,142.0,False,False,-2.45,54.8,EGXE,,2025-07-12,7.4
401081:2025-07-14T10:57:10Z,LK_LakeDist,rotorcraft,G-FRYA,ROBINSON R-44 Raven,R44,GFRYA,0.77,2.5,658,524,98.0,False,False,-3.125,54.2,EGCB,EGPT,2025-07-12,92.9
406d34:2025-07-13T17:08:47Z,LK_LakeDist,rotorcraft,G-WSTO,AEROSPATIALE AS-355 Ecureuil 2,AS55,KNM04,0.36,1.5,274,274,132.0,True,True,-3.2,54.625,,EGPG,2025-07-12,156.1
406deb:2025-07-12T16:01:26Z,LK_LakeDist,rotorcraft,G-MCGV,AGUSTA AW-189,A189,SRG199,10.3,7.1,112,-88,48.0,False,False,-2.983,54.5,,,2025-07-12,1.2
406deb:2025-07-12T15:34:36Z,LK_LakeDist,rotorcraft,G-MCGV,AGUSTA AW-189,A189,SRG199,0.43,1.8,650,650,134.0,False,False,-3.0,54.55,,,2025-07-12,0.9
406deb:2025-07-12T15:34:36Z,LK_LakeDist,rotorcraft,G-MCGV,AGUSTA AW-189,A189,SRG199,11.05,8.9,231,-90,47.0,False,False,-3.0,54.504,,,2025-07-12,0.5
406deb:2025-07-12T14:13:37Z,LK_LakeDist,rotorcraft,G-MCGV,AGUSTA AW-189,A189,SRG199,2.32,1.4,228,16,152.0,False,False,-3.16,54.64,,,2025-07-12,0.1
406deb:2025-07-12T12:44:39Z,LK_LakeDist,rotorcraft,G-MCGV,AGUSTA AW-189,A189,SRG199,0.16,0.1,322,322,124.0,True,True,-2.9,54.45,EGPK,,2025-07-12,1.2
4080e6:2026-04-17T17:24:43Z,LK_LakeDist,rotorcraft,G-HFLW,AIRBUS HELICOPTERS EC-145,EC45,GHFLW,0.43,2.1,452,452,162.0,False,False,-2.35,54.8,,EGNT,2026-04-11,45.8
406de5:2026-04-16T13:57:28Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,6.79,3.4,409,124,86.0,False,False,-2.85,54.45,,,2026-04-11,0.7
406de5:2026-04-16T13:57:28Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.33,1.1,306,306,86.0,True,False,-2.85,54.4,,,2026-04-11,5.2
406de5:2026-04-16T13:57:28Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.29,12.1,470,236,117.0,True,False,-2.944,54.25,,,2026-04-11,25.3
406de5:2026-04-16T13:57:28Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,4.76,11.9,403,107,87.0,False,False,-3.042,54.498,,,2026-04-11,4.5
43c8ce:2026-04-16T12:55:06Z,LK_LakeDist,mil_state,ZM327,BEECHCRAFT T-6 Texan 2,TEX2,VYT74,0.25,4.6,423,372,266.0,False,False,-3.0,54.2,EGOV,EGOV,2026-04-11,150.6
406de5:2026-04-15T14:56:53Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.27,16.5,626,424,107.0,False,False,-3.4,54.3,,,2026-04-11,2.8
406de5:2026-04-15T14:56:53Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.16,9.6,654,465,122.0,False,False,-3.0,54.25,,,2026-04-11,7.0
43c8d7:2026-04-13T12:38:02Z,LK_LakeDist,mil_state,ZM336,EMBRAER EMB-500 Phenom 100,E50P,CWL19,1.15,7.5,582,494,211.0,True,False,-2.933,54.25,EGYD,EGYD,2026-04-11,210.2
43c8d7:2026-04-13T12:38:02Z,LK_LakeDist,mil_state,ZM336,EMBRAER EMB-500 Phenom 100,E50P,CWL19,1.07,7.7,495,469,229.0,False,False,-2.95,54.475,EGYD,EGYD,2026-04-11,227.6
4078b9:2026-04-13T08:49:53Z,LK_LakeDist,civ_ga,G-SHMB,LET L-39 Albatros,L39,GSHMB,0.25,2.2,654,654,278.0,True,True,-3.4,54.35,EGNH,EGNH,2026-04-11,68.5
4078b9:2026-04-13T08:49:53Z,LK_LakeDist,civ_ga,G-SHMB,LET L-39 Albatros,L39,GSHMB,0.44,8.4,634,443,278.0,True,True,-3.4,54.275,EGNH,EGNH,2026-04-11,61.6
406de5:2026-05-01T14:52:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.8,2.7,668,668,100.0,False,False,-2.95,54.5,,,2026-04-25,5.2
406de5:2026-05-01T14:52:29Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.31,1.0,659,659,89.0,False,False,-2.95,54.55,,,2026-04-25,0.5
406de5:2026-05-01T13:46:05Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,3.71,6.4,596,182,44.0,True,False,-2.908,54.5,,,2026-04-25,5.9
43c5dc:2026-05-01T07:51:39Z,LK_LakeDist,other,ZM402,AIRBUS A-400M,A400,GRFFN70,0.2,1.7,595,595,281.0,False,False,-3.0,54.25,EGVN,EGVN,2026-04-25,296.6
43c5dc:2026-05-01T07:51:39Z,LK_LakeDist,other,ZM402,AIRBUS A-400M,A400,GRFFN70,1.14,13.7,510,346,283.0,True,False,-2.95,54.469,EGVN,EGVN,2026-04-25,317.2
43c5dc:2026-05-01T07:51:39Z,LK_LakeDist,other,ZM402,AIRBUS A-400M,A400,GRFFN70,0.71,5.3,519,519,277.0,False,False,-2.7,54.2,EGVN,EGVN,2026-04-25,284.1
43c5eb:2026-04-30T16:58:31Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,CNTR63,1.03,5.7,575,500,181.0,False,False,-3.0,54.233,EGVN,EGVN,2026-04-25,294.5
400ee8:2026-04-30T13:24:31Z,LK_LakeDist,mil_state,G-BYVK,GROB G-115,G115,STEELER1,0.82,3.1,549,417,133.0,True,True,-3.008,54.5,EGXE,EGXE,2026-04-25,97.0
43c8d1:2026-04-30T12:45:43Z,LK_LakeDist,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT61,0.33,2.4,513,513,242.0,False,False,-3.0,54.25,EGOV,EGOV,2026-04-25,152.4
43c8d1:2026-04-30T12:45:43Z,LK_LakeDist,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT61,0.02,0.1,562,562,238.0,True,False,-2.7,54.4,EGOV,EGOV,2026-04-25,179.4
43c8de:2026-04-30T09:11:03Z,LK_LakeDist,rotorcraft,ZM504,AIRBUS HELICOPTERS EC-135/635,EC35,SYS700,0.4,1.3,201,110,101.0,False,False,-2.95,54.25,EGOS,,2026-04-25,0.6
43c5eb:2026-04-29T15:23:08Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,DRDNT42,0.07,0.5,660,660,288.0,False,False,-3.0,54.25,EGVN,EGVN,2026-04-25,293.1
407378:2026-04-29T13:51:12Z,LK_LakeDist,civ_ga,,,,LNCLN01,1.43,8.1,607,551,186.0,False,False,-2.95,54.479,EGNH,EGYE,2026-04-25,81.9
400eb4:2026-04-29T12:54:29Z,LK_LakeDist,mil_state,G-BYYA,GROB G-115,G115,UAX62,0.81,3.1,467,467,107.0,True,True,-2.883,54.45,EGXE,EGXE,2026-04-25,87.3
406105:2026-04-29T09:05:20Z,LK_LakeDist,rotorcraft,G-MXPI,ROBINSON R-44 Raven,R44,GMXPI,1.15,3.4,540,125,107.0,True,False,-3.3,54.3,EGLD,,2026-04-25,128.2
406105:2026-04-29T09:05:20Z,LK_LakeDist,rotorcraft,G-MXPI,ROBINSON R-44 Raven,R44,GMXPI,2.73,13.8,534,410,87.0,False,False,-3.483,54.45,EGLD,,2026-04-25,111.7
406de5:2026-04-28T14:25:54Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.4,5.6,450,180,100.0,True,True,-2.95,54.45,,,2026-04-25,15.1
406de5:2026-04-28T14:25:54Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.0,4.9,520,221,100.0,True,True,-3.03,54.5,,,2026-04-25,11.2
43c8b8:2026-04-28T13:41:11Z,LK_LakeDist,mil_state,ZM305,GROB G-120TP,G12T,PRF61,0.17,0.9,696,696,179.0,False,False,-2.95,54.45,EGNH,EGYD,2026-04-25,76.2
43c8b8:2026-04-28T13:41:11Z,LK_LakeDist,mil_state,ZM305,GROB G-120TP,G12T,PRF61,0.84,4.7,576,558,179.0,False,False,-2.95,54.513,EGNH,EGYD,2026-04-25,84.5
43c8bb:2026-04-28T13:25:54Z,LK_LakeDist,mil_state,ZM308,GROB G-120TP,G12T,PRF75,1.78,10.0,640,444,184.0,False,False,-2.95,54.475,EGNH,EGYD,2026-04-25,81.4
43c922:2026-04-28T12:47:20Z,LK_LakeDist,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT60,1.37,10.2,281,266,246.0,False,False,-2.95,54.479,EGOV,EGOV,2026-04-25,174.0
43c5de:2026-04-27T16:47:17Z,LK_LakeDist,other,ZM404,AIRBUS A-400M,A400,FLTOT40,1.44,11.8,492,289,266.0,False,False,-2.95,54.482,EGVN,EGVN,2026-04-25,319.2
407bb6:2026-04-27T13:28:58Z,LK_LakeDist,civ_ga,G-CLZO,EVEKTOR SportStar,EVSS,GCLZO,0.24,0.7,657,657,89.0,False,False,-2.45,54.25,,,2026-04-25,0.4
406db4:2026-04-26T13:11:01Z,LK_LakeDist,rotorcraft,G-REYE,ROBINSON R-44 Raven,R44,GREYE,0.22,0.6,686,686,103.0,True,False,-3.2,54.5,,,2026-04-25,17.4
406db4:2026-04-26T13:11:01Z,LK_LakeDist,rotorcraft,G-REYE,ROBINSON R-44 Raven,R44,GREYE,0.63,1.9,467,419,97.0,True,False,-3.25,54.5,,,2026-04-25,18.8
406de5:2026-04-25T15:45:14Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897A,5.49,1.0,20,-70,106.0,True,True,-3.3,54.45,,,2026-04-25,0.3
406de5:2026-04-25T15:45:14Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897A,3.2,1.3,85,-54,106.0,True,True,-3.3,54.45,,,2026-04-25,0.3
406de5:2026-04-25T15:45:14Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897A,0.63,1.1,511,279,106.0,True,True,-3.3,54.45,,,2026-04-25,0.4
406de5:2026-04-25T15:45:14Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897A,4.85,1.4,58,-11,106.0,True,True,-3.3,54.45,,,2026-04-25,0.3
406de5:2026-04-25T15:45:14Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897A,2.46,0.4,503,-14,106.0,False,False,-3.3,54.45,,,2026-04-25,0.1
406de5:2026-04-25T13:43:36Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.85,2.0,546,347,90.0,False,False,-3.25,54.4,EGPK,,2026-04-25,28.5
406de5:2026-04-25T13:43:36Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.21,0.5,555,555,88.0,True,False,-3.25,54.45,EGPK,,2026-04-25,27.2
406de5:2026-04-25T13:43:36Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.66,4.5,547,487,90.0,True,False,-3.1,54.467,EGPK,,2026-04-25,18.1
406de5:2026-04-25T13:43:36Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,2.01,4.3,481,308,90.0,True,False,-3.036,54.5,EGPK,,2026-04-25,15.6
406de5:2026-04-25T13:43:36Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.28,0.7,328,328,90.0,False,False,-2.825,54.45,EGPK,,2026-04-25,0.3
407fc8:2026-04-25T11:09:08Z,LK_LakeDist,rotorcraft,G-DBHI,BELL 505 JetRanger X,B505,GDBHI,2.39,8.6,612,612,,False,False,-3.25,54.2,EGNH,,2026-04-25,51.5
407fc8:2026-04-25T11:09:08Z,LK_LakeDist,rotorcraft,G-DBHI,BELL 505 JetRanger X,B505,GDBHI,3.1,11.1,680,658,,True,False,-3.35,54.325,EGNH,,2026-04-25,68.8
43c5e2:2026-05-15T13:53:39Z,LK_LakeDist,other,ZM408,AIRBUS A-400M,A400,NAPER77,0.21,1.8,469,431,279.0,True,True,-3.25,54.45,EGVN,EGVN,2026-05-09,319.8
408263:2026-05-15T13:39:12Z,LK_LakeDist,rotorcraft,G-SPYZ,ROBINSON R-66,R66,GSPYZ,1.27,4.3,549,289,117.0,False,False,-2.925,54.45,,,2026-05-09,290.1
43c8c7:2026-05-15T13:34:41Z,LK_LakeDist,mil_state,ZM320,GROB G-120TP,G12T,PRF61,0.27,1.5,532,532,179.0,False,False,-2.4,54.7,EGXE,EGYE,2026-05-09,72.6
43c8c7:2026-05-15T13:34:41Z,LK_LakeDist,mil_state,ZM320,GROB G-120TP,G12T,PRF61,0.29,1.8,640,640,182.0,False,False,-2.45,54.65,EGXE,EGYE,2026-05-09,71.4
43c5e2:2026-05-15T08:37:56Z,LK_LakeDist,other,ZM408,AIRBUS A-400M,A400,DRDNT44,0.25,2.1,591,591,258.0,False,False,-3.1,54.2,,EGVN,2026-05-09,293.9
43c5e2:2026-05-15T08:37:56Z,LK_LakeDist,other,ZM408,AIRBUS A-400M,A400,DRDNT44,0.85,6.8,443,337,264.0,False,False,-2.95,54.47,,EGVN,2026-05-09,317.2
43c8c4:2026-05-12T14:43:55Z,LK_LakeDist,mil_state,ZM317,GROB G-120TP,G12T,LNCLN2,1.08,6.1,554,554,176.0,False,False,-2.95,54.5,,EGYE,2026-05-09,40.8
43c5dc:2026-05-12T11:21:08Z,LK_LakeDist,other,ZM402,AIRBUS A-400M,A400,ASLAN70,0.21,1.8,586,586,268.0,False,False,-3.0,54.25,EGVN,EGVN,2026-05-09,294.9
400ed9:2026-05-11T13:09:46Z,LK_LakeDist,mil_state,G-BYUV,GROB G-115,G115,UAM05,0.14,0.6,576,576,126.0,True,False,-3.0,54.2,EGOW,EGOW,2026-05-09,73.4
406de6:2026-05-10T14:52:57Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,0.53,0.7,670,670,87.0,False,False,-3.3,54.45,,,2026-05-09,0.3
406de6:2026-05-10T14:06:06Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,0.54,1.4,521,521,94.0,False,False,-3.3,54.45,EGPK,,2026-05-09,1.4
406de6:2026-05-10T14:06:06Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,0.33,0.6,674,674,94.0,False,False,-3.3,54.45,EGPK,,2026-05-09,1.6
406de5:2026-05-10T13:29:57Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,7.72,7.5,362,-54,49.0,False,False,-3.047,54.45,,,2026-05-09,4.9
406de5:2026-05-10T13:29:57Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRG897,2.47,1.0,435,20,93.0,True,False,-3.05,54.45,,,2026-05-09,5.4
407dc1:2026-05-09T10:42:49Z,LK_LakeDist,rotorcraft,G-YORX,AIRBUS HELICOPTERS EC-145,EC45,HLE99,0.14,0.2,254,254,135.0,False,False,-2.45,54.2,EGXZ,,2026-05-09,0.1
43c8d4:2026-05-29T14:20:46Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL38,1.44,15.8,577,469,229.0,False,False,-2.95,54.456,EGYD,EGYD,2026-05-23,226.6
43c8d5:2026-05-29T11:16:05Z,LK_LakeDist,mil_state,ZM334,EMBRAER EMB-500 Phenom 100,E50P,CWL36,0.76,5.1,689,689,218.0,False,False,-2.75,54.2,EGYD,EGYD,2026-05-23,198.2
43c925:2026-05-29T10:59:28Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,1.14,13.2,524,337,424.0,False,False,-3.4,54.412,EGXE,EGXE,2026-05-23,120.6
43c5ef:2026-05-28T18:14:34Z,LK_LakeDist,other,ZM421,AIRBUS A-400M,A400,FLTOT43,0.67,5.9,696,502,284.0,False,False,-3.033,54.217,,EGVN,2026-05-23,68.0
43c8d8:2026-05-28T14:52:31Z,LK_LakeDist,mil_state,ZM337,EMBRAER EMB-500 Phenom 100,E50P,CWL48,0.22,1.6,578,578,216.0,False,False,-2.95,54.45,,EGYD,2026-05-23,151.2
43c8d4:2026-05-28T14:21:11Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL55,1.13,7.0,611,504,200.0,False,False,-2.99,54.23,EGYD,,2026-05-23,212.0
43c8d4:2026-05-28T14:21:11Z,LK_LakeDist,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,CWL55,1.29,8.3,640,539,201.0,False,False,-2.95,54.469,EGYD,,2026-05-23,227.6
43c5eb:2026-05-26T22:44:40Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,NAPER71,0.89,7.3,635,499,267.0,True,False,-2.95,54.475,EGVN,EGVN,2026-05-23,318.5
43c5eb:2026-05-26T22:44:40Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,NAPER71,0.84,7.2,690,688,269.0,False,False,-3.162,54.25,EGVN,EGVN,2026-05-23,299.6
406f3e:2026-05-26T15:35:32Z,LK_LakeDist,rotorcraft,G-NHAD,AEROSPATIALE AS-365 Dauphin 2,AS65,GNHAD,0.16,0.7,651,651,153.0,False,False,-3.0,54.5,EGNV,,2026-05-23,0.3
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,1.05,14.5,573,390,434.0,True,False,-2.9,54.2,EGXE,EGXE,2026-05-23,87.9
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.08,11.2,306,232,424.0,True,False,-2.95,54.45,EGXE,EGXE,2026-05-23,92.7
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.88,11.0,267,130,406.0,True,False,-2.95,54.48,EGXE,EGXE,2026-05-23,93.6
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.15,2.0,687,687,426.0,True,False,-2.65,54.35,EGXE,EGXE,2026-05-23,73.1
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.79,10.3,409,230,434.0,True,False,-2.95,54.472,EGXE,EGXE,2026-05-23,93.0
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.08,1.0,206,206,149.0,True,False,-2.95,54.25,EGXE,EGXE,2026-05-23,90.7
43c925:2026-05-26T14:07:20Z,LK_LakeDist,mil_state,XE688,HAWKER Hunter,HUNT,JAVLN94,0.35,4.8,602,602,149.0,False,False,-2.7,54.4,EGXE,EGXE,2026-05-23,76.9
400edb:2026-05-26T12:00:06Z,LK_LakeDist,mil_state,G-BYUX,GROB G-115,G115,UAQ830,0.26,0.9,429,429,112.0,False,False,-2.95,54.25,EGXE,EGXE,2026-05-23,90.4
400edb:2026-05-26T12:00:06Z,LK_LakeDist,mil_state,G-BYUX,GROB G-115,G115,UAQ830,0.36,1.4,577,577,110.0,False,False,-2.95,54.45,EGXE,EGXE,2026-05-23,93.5
400edb:2026-05-26T12:00:06Z,LK_LakeDist,mil_state,G-BYUX,GROB G-115,G115,UAQ830,0.23,0.8,355,355,110.0,False,False,-2.95,54.5,EGXE,EGXE,2026-05-23,95.7
400ebe:2026-05-26T11:54:01Z,LK_LakeDist,mil_state,G-BYWI,GROB G-115,G115,UAQ829,3.12,11.2,399,290,118.0,False,False,-2.95,54.483,EGXE,EGXE,2026-05-23,93.5
43c5eb:2026-05-26T10:17:00Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,ASLAN70,0.31,5.1,595,412,276.0,False,False,-3.15,54.2,EGVN,EGVN,2026-05-23,294.5
43c5eb:2026-05-26T10:17:00Z,LK_LakeDist,other,ZM417,AIRBUS A-400M,A400,ASLAN70,0.07,0.6,677,677,276.0,False,False,-3.0,54.25,EGVN,EGVN,2026-05-23,295.5
400ef3:2026-05-26T08:32:57Z,LK_LakeDist,mil_state,G-BYVW,GROB G-115,G115,UAX62,0.22,0.7,534,360,92.0,False,True,-2.45,54.2,EGXE,EGXE,2026-05-23,56.8
3dd37c:2026-05-26T06:20:44Z,LK_LakeDist,rotorcraft,D-HAIM,ROBINSON R-66,R66,DHAIM,0.45,1.7,596,596,124.0,True,False,-2.95,54.25,EGCB,EGPF,2026-05-23,96.3
407673:2026-05-25T18:30:25Z,LK_LakeDist,rotorcraft,G-SAPA,ROBINSON R-66,R66,GSAPA,1.55,5.0,350,350,91.0,False,False,-2.6,54.85,,,2026-05-23,1.5
406de5:2026-05-25T10:07:32Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.11,0.4,565,565,118.0,False,False,-3.7,54.7,,,2026-05-23,0.2
406de6:2026-05-24T15:01:25Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,0.18,0.3,449,449,108.0,False,False,-3.25,54.5,EGPK,,2026-05-23,0.1
407673:2026-05-24T12:31:38Z,LK_LakeDist,rotorcraft,G-SAPA,ROBINSON R-66,R66,GSAPA,0.6,2.3,522,522,124.0,False,True,-3.35,54.5,,,2026-05-23,6.8
406de6:2026-05-23T16:34:07Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,0.61,1.8,531,531,85.0,False,False,-3.575,54.5,,,2026-05-23,0.5
406de6:2026-05-23T15:49:03Z,LK_LakeDist,rotorcraft,G-MCGP,AGUSTA AW-189,A189,SRG199,1.92,7.3,405,263,114.0,False,False,-3.442,54.45,,,2026-05-23,5.8
406de5:2026-05-23T12:11:02Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,0.84,2.5,390,390,94.0,False,False,-2.95,54.45,,,2026-05-23,0.9
406de5:2026-05-23T12:11:02Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,1.31,2.5,549,387,87.0,False,False,-2.95,54.5,,,2026-05-23,7.1
406de5:2026-05-23T12:11:02Z,LK_LakeDist,rotorcraft,G-MCGO,AGUSTA AW-149,A149,SRD897,5.9,12.1,382,-10,1.0,False,False,-3.033,54.508,,,2026-05-23,6.8
407ff3:2026-06-12T17:16:08Z,LK_LakeDist,rotorcraft,G-HITC,AEROSPATIALE AS-350 Ecureuil,AS50,GHITC,0.49,3.0,655,655,143.0,False,False,-3.0,54.25,EGNH,,2026-06-06,2.1
401141:2026-06-10T18:24:02Z,LK_LakeDist,rotorcraft,G-NHAE,AEROSPATIALE AS-365 Dauphin 2,AS65,HM58,0.42,2.4,638,638,127.0,False,False,-2.425,54.65,,,2026-06-06,1.5
a02874:2026-06-10T11:33:49Z,LK_LakeDist,rotorcraft,N109ZT,AGUSTA AW-109 Grand,A109,N109ZT,0.98,4.5,570,566,154.0,True,False,-3.267,54.317,,EGNP,2026-06-06,116.4
4080c6:2026-06-09T20:21:25Z,LK_LakeDist,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRG336,0.39,1.1,640,640,84.0,True,True,-3.15,54.35,EGCK,EGCK,2026-06-06,160.2
43c5ea:2026-06-09T07:14:19Z,LK_LakeDist,other,ZM416,AIRBUS A-400M,A400,JIGSW99,1.02,15.6,528,349,257.0,False,False,-3.25,54.275,EGVN,EGVN,2026-06-06,304.3
