flight_id,region,day,icao_type,callsign,t_start,t_end,duration,median_qnh,median_track,mag_course,level_type,level_value,correct,near_squawk_change,near_boundary
a67901:2026-01-14T18:59:54Z,florida,2026-01-14,P28A,N516PC,1768417801.67,1768418635.43,833.8,5040.2,184.0,191.0,IFR_level,5000,,False,False
a67901:2026-01-14T18:59:54Z,florida,2026-01-14,P28A,N516PC,1768428131.41,1768429765.67,1634.3,5540.2,10.0,17.0,VFR_level,5500,True,False,False
ad4f1c:2026-01-14T18:46:01Z,florida,2026-01-14,C172,ERU957,1768419526.79,1768419823.93,297.1,4474.4,289.0,296.0,VFR_level,4500,True,True,False
a4ee93:2026-01-14T18:43:21Z,florida,2026-01-14,PA44,EPI684,1768419103.92,1768419375.31,271.4,4671.1,249.0,256.0,off_level,,,False,False
a4ee93:2026-01-14T18:43:21Z,florida,2026-01-14,PA44,EPI684,1768419560.75,1768419961.3,400.5,4621.1,249.0,256.0,VFR_level,4500,True,False,False
a06089:2026-01-14T18:30:08Z,florida,2026-01-14,PA44,N123TJ,1768416478.98,1768416671.49,192.5,4513.6,121.0,128.0,VFR_level,4500,False,True,False
a06089:2026-01-14T18:30:08Z,florida,2026-01-14,PA44,N123TJ,1768417493.32,1768417686.59,193.3,3913.6,277.0,284.0,IFR_level,4000,,True,False
a916cc:2026-01-14T18:26:50Z,florida,2026-01-14,P28A,LFA542,1768416463.53,1768416706.62,243.1,3514.3,173.0,180.0,VFR_level,3500,False,True,True
a916cc:2026-01-14T18:26:50Z,florida,2026-01-14,P28A,LFA542,1768416889.11,1768417267.77,378.7,3464.3,0.0,7.0,VFR_level,3500,True,True,False
a9ef40:2026-01-14T18:21:26Z,florida,2026-01-14,C210,N7393E,1768414886.44,1768415264.1,377.7,4557.1,154.0,161.0,VFR_level,4500,False,False,False
a9ef40:2026-01-14T18:21:26Z,florida,2026-01-14,C210,N7393E,1768415499.38,1768416407.47,908.1,4557.1,154.0,161.0,VFR_level,4500,False,False,False
a9ef40:2026-01-14T18:21:26Z,florida,2026-01-14,C210,N7393E,1768416721.12,1768417180.57,459.5,4457.1,154.0,161.0,VFR_level,4500,False,False,False
a6378d:2026-01-14T18:10:20Z,florida,2026-01-14,BE58,N5ZR,1768414657.27,1768414965.54,308.3,7990.3,316.0,323.0,IFR_level,8000,,True,False
ad96e2:2026-01-14T18:09:29Z,florida,2026-01-14,P06T,N975GV,1768414859.37,1768417017.02,2157.7,4528.3,174.0,181.0,VFR_level,4500,True,False,True
ad96e2:2026-01-14T18:09:29Z,florida,2026-01-14,P06T,N975GV,1768418207.35,1768419243.59,1036.2,5503.3,174.0,181.0,VFR_level,5500,False,False,True
ad96e2:2026-01-14T18:09:29Z,florida,2026-01-14,P06T,N975GV,1768419484.06,1768419842.37,358.3,3553.3,174.0,181.0,VFR_level,3500,False,False,True
ac2d25:2026-01-14T18:08:40Z,florida,2026-01-14,C172,ERU884,1768415949.29,1768416149.55,200.3,3509.8,243.0,250.0,VFR_level,3500,False,True,False
a741dd:2026-01-14T18:07:55Z,florida,2026-01-14,C152,N567KS,1768414433.52,1768414710.98,277.5,3470.7,64.0,71.0,VFR_level,3500,True,False,False
a741dd:2026-01-14T18:07:55Z,florida,2026-01-14,C152,N567KS,1768414734.55,1768415074.23,339.7,3270.7,64.0,71.0,off_level,,,False,False
a741dd:2026-01-14T18:07:55Z,florida,2026-01-14,C152,N567KS,1768415619.31,1768415984.71,365.4,3270.7,64.0,71.0,off_level,,,False,False
a94202:2026-01-14T18:07:09Z,florida,2026-01-14,P28A,LFA553,1768416370.63,1768416552.83,182.2,4219.5,221.0,228.0,off_level,,,True,False
acf948:2026-01-14T18:04:47Z,florida,2026-01-14,PA44,LFA688,1768415951.51,1768416147.1,195.6,4320.2,12.0,19.0,off_level,,,True,False
a0e40a:2026-01-14T18:01:31Z,florida,2026-01-14,BE58,N15688,1768415881.65,1768416135.18,253.5,4491.9,333.0,340.0,VFR_level,4500,True,False,False
a0e40a:2026-01-14T18:01:31Z,florida,2026-01-14,BE58,N15688,1768416200.29,1768416799.05,598.8,4466.9,334.0,341.0,VFR_level,4500,True,False,False
a0e40a:2026-01-14T18:01:31Z,florida,2026-01-14,BE58,N15688,1768416861.58,1768418508.44,1646.9,4461.8,345.0,352.0,VFR_level,4500,True,False,False
a639e2:2026-01-14T18:00:11Z,florida,2026-01-14,PA34,N50ZM,1768414791.49,1768415126.41,334.9,4462.4,28.0,35.0,VFR_level,4500,False,False,False
a79b55:2026-01-14T17:54:23Z,florida,2026-01-14,PA44,N59CW,1768414343.56,1768414623.53,280.0,4996.0,14.0,21.0,IFR_level,5000,,False,False
aa13dc:2026-01-14T17:52:53Z,florida,2026-01-14,C172,N7489G,1768413173.71,1768413518.54,344.8,4499.3,357.0,4.0,VFR_level,4500,False,False,False
aa13dc:2026-01-14T17:52:53Z,florida,2026-01-14,C172,N7489G,1768414035.67,1768417088.1,3052.4,4469.2,11.0,18.0,VFR_level,4500,False,False,False
aa13dc:2026-01-14T17:52:53Z,florida,2026-01-14,C172,N7489G,1768417412.68,1768417661.48,248.8,4569.2,194.0,201.0,VFR_level,4500,True,False,False
adeca0:2026-01-14T17:46:57Z,florida,2026-01-14,C172,N99697,1768413112.22,1768413310.62,198.4,3506.5,172.0,179.0,VFR_level,3500,True,False,True
a85e61:2026-01-14T17:46:14Z,florida,2026-01-14,T206,N6384J,1768418525.37,1768420059.28,1533.9,4476.6,169.0,176.0,VFR_level,4500,False,True,False
a2176e:2026-01-14T17:44:15Z,florida,2026-01-14,SF50,N234AT,1768412916.28,1768413465.99,549.7,10439.3,325.0,332.0,VFR_level,10500,True,False,False
a49dfd:2026-01-14T17:38:21Z,florida,2026-01-14,PC12,N397NG,1768412829.96,1768413779.3,949.3,15449.6,226.0,233.0,VFR_level,15500,False,False,False
a31076:2026-01-14T17:37:53Z,florida,2026-01-14,DA40,N297LA,1768412845.22,1768413649.9,804.7,4463.8,269.0,276.0,VFR_level,4500,True,True,False
a08b2b:2026-01-14T17:36:17Z,florida,2026-01-14,PA44,LFA682,1768412438.25,1768412926.17,487.9,3499.7,112.0,119.0,VFR_level,3500,True,True,False
a08b2b:2026-01-14T17:36:17Z,florida,2026-01-14,PA44,LFA682,1768412962.05,1768413191.37,229.3,3474.7,130.0,137.0,VFR_level,3500,True,True,False
a936dd:2026-01-14T17:32:44Z,florida,2026-01-14,P28A,LFA550,1768413025.27,1768413483.96,458.7,4435.4,301.0,308.0,VFR_level,4500,True,True,False
a4d2b2:2026-01-14T17:30:18Z,florida,2026-01-14,AEST,N41KK,1768413079.38,1768413779.29,699.9,3725.1,172.0,179.0,off_level,,,False,True
a0179b:2026-01-14T17:29:01Z,florida,2026-01-14,P28A,N105DJ,1768414692.95,1768414892.41,199.5,3536.8,57.0,64.0,VFR_level,3500,True,True,False
ac5b48:2026-01-14T17:28:33Z,florida,2026-01-14,C172,N8957V,1768416612.7,1768417392.75,780.0,4453.7,164.0,171.0,VFR_level,4500,False,False,False
ac5b48:2026-01-14T17:28:33Z,florida,2026-01-14,C172,N8957V,1768417413.1,1768417664.16,251.1,4853.7,164.0,171.0,IFR_level,5000,,False,False
ac5b48:2026-01-14T17:28:33Z,florida,2026-01-14,C172,N8957V,1768418135.59,1768418494.75,359.2,5953.7,164.0,171.0,IFR_level,6000,,False,False
a618b6:2026-01-14T17:28:04Z,florida,2026-01-14,PA44,N492ND,1768413241.84,1768413520.56,278.7,5372.7,334.0,341.0,VFR_level,5500,False,True,False
a3fa01:2026-01-14T17:25:18Z,florida,2026-01-14,C172,N3552C,1768412986.36,1768413180.45,194.1,3494.5,101.0,108.0,VFR_level,3500,True,False,False
a38c7c:2026-01-14T17:23:06Z,florida,2026-01-14,DA42,ERU328,1768411800.21,1768412521.22,721.0,4501.7,246.0,253.0,VFR_level,4500,True,True,False
a38c7c:2026-01-14T17:23:06Z,florida,2026-01-14,DA42,ERU328,1768412897.44,1768413078.54,181.1,4476.7,246.0,253.0,VFR_level,4500,True,True,False
a38c7c:2026-01-14T17:23:06Z,florida,2026-01-14,DA42,ERU328,1768413685.02,1768413865.41,180.4,4976.7,246.0,253.0,IFR_level,5000,,True,False
a6a6db:2026-01-14T17:20:59Z,florida,2026-01-14,AA5,N528CC,1768411594.02,1768411843.06,249.0,3133.5,157.0,164.0,IFR_level,3000,,False,False
a6a6db:2026-01-14T17:20:59Z,florida,2026-01-14,AA5,N528CC,1768413211.18,1768415143.06,1931.9,11472.0,157.0,164.0,VFR_level,11500,True,False,False
a6a6db:2026-01-14T17:20:59Z,florida,2026-01-14,AA5,N528CC,1768415219.85,1768418114.57,2894.7,11472.0,157.0,164.0,VFR_level,11500,True,True,False
aa072a:2026-01-14T17:17:30Z,florida,2026-01-14,C182,N745X,1768411429.1,1768412939.13,1510.0,6529.7,6.0,13.0,VFR_level,6500,False,False,False
a194bf:2026-01-14T17:13:39Z,florida,2026-01-14,C172,N20025,1768412830.72,1768413025.01,194.3,5397.9,324.5,331.5,VFR_level,5500,False,True,False
a194bf:2026-01-14T17:13:39Z,florida,2026-01-14,C172,N20025,1768413801.48,1768414121.73,320.2,5397.9,315.0,322.0,VFR_level,5500,False,True,False
a69cb1:2026-01-14T17:00:30Z,florida,2026-01-14,C172,LFA313,1768410993.02,1768411182.63,189.6,4452.3,314.0,321.0,VFR_level,4500,True,True,False
a718e0:2026-01-14T17:00:01Z,florida,2026-01-14,DA42,N5566A,1768410815.3,1768411005.16,189.9,4982.3,248.0,255.0,IFR_level,5000,,True,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771701423.49,1771701630.75,207.3,6466.3,315.0,322.0,VFR_level,6500,True,True,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771702246.52,1771702533.78,287.3,6466.3,112.0,119.0,VFR_level,6500,False,True,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771702736.5,1771702951.05,214.5,6466.3,109.0,116.0,VFR_level,6500,False,True,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771703011.24,1771703470.07,458.8,6466.3,260.0,267.0,VFR_level,6500,True,True,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771703589.73,1771703857.37,267.6,6466.3,353.0,0.0,VFR_level,6500,False,False,True
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771704196.34,1771704428.37,232.0,6466.3,193.0,200.0,VFR_level,6500,True,False,False
a7936a:2026-02-21T18:59:59Z,florida,2026-02-21,BE35,N5878S,1771704474.07,1771704866.07,392.0,6466.3,28.0,35.0,VFR_level,6500,False,False,False
a639e2:2026-02-21T18:59:39Z,florida,2026-02-21,PA34,N50ZM,1771700822.11,1771701065.56,243.5,3467.5,111.0,118.0,VFR_level,3500,True,False,False
a639e2:2026-02-21T18:59:39Z,florida,2026-02-21,PA34,N50ZM,1771701484.53,1771701745.59,261.1,3567.5,111.0,118.0,VFR_level,3500,True,False,False
a639e2:2026-02-21T18:59:39Z,florida,2026-02-21,PA34,N50ZM,1771701764.8,1771701982.15,217.4,3467.5,111.0,118.0,VFR_level,3500,True,False,False
a639e2:2026-02-21T18:59:39Z,florida,2026-02-21,PA34,N50ZM,1771702009.03,1771702198.74,189.7,3467.5,111.0,118.0,VFR_level,3500,True,False,False
a639e2:2026-02-21T18:59:39Z,florida,2026-02-21,PA34,N50ZM,1771702302.91,1771702526.1,223.2,3567.5,111.0,118.0,VFR_level,3500,True,False,False
ab9e05:2026-02-21T18:57:18Z,florida,2026-02-21,C172,ERU848,1771703138.49,1771704684.22,1545.7,4448.1,322.5,329.5,VFR_level,4500,True,True,False
ab9e05:2026-02-21T18:57:18Z,florida,2026-02-21,C172,ERU848,1771704923.63,1771705662.4,738.8,4498.1,41.0,48.0,VFR_level,4500,False,True,False
a00e7b:2026-02-21T18:55:16Z,florida,2026-02-21,M20P,N1020A,1771700413.57,1771701036.95,623.4,5483.9,18.0,25.0,VFR_level,5500,True,False,False
a00e7b:2026-02-21T18:55:16Z,florida,2026-02-21,M20P,N1020A,1771701171.69,1771702411.72,1240.0,4483.9,344.0,351.0,VFR_level,4500,True,False,False
a3af65:2026-02-21T18:54:43Z,florida,2026-02-21,PA32,N33669,1771700497.89,1771700778.23,280.3,4517.5,319.0,326.0,VFR_level,4500,True,False,False
a4ef66:2026-02-21T18:51:54Z,florida,2026-02-21,P32R,N417P,1771701117.19,1771701408.99,291.8,5488.3,174.0,181.0,VFR_level,5500,False,False,True
a4ef66:2026-02-21T18:51:54Z,florida,2026-02-21,P32R,N417P,1771701417.65,1771702033.62,616.0,5488.3,149.0,156.0,VFR_level,5500,True,False,False
a4ef66:2026-02-21T18:51:54Z,florida,2026-02-21,P32R,N417P,1771702455.19,1771702640.86,185.7,5488.3,134.0,141.0,VFR_level,5500,True,False,False
a364fd:2026-02-21T18:50:05Z,florida,2026-02-21,DA42,ERU318,1771700275.04,1771700487.94,212.9,4684.3,228.0,235.0,off_level,,,True,False
a364fd:2026-02-21T18:50:05Z,florida,2026-02-21,DA42,ERU318,1771700714.49,1771700924.47,210.0,4334.3,228.0,235.0,off_level,,,True,False
a364fd:2026-02-21T18:50:05Z,florida,2026-02-21,DA42,ERU318,1771700951.01,1771701426.18,475.2,4259.3,228.0,235.0,off_level,,,True,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771700509.43,1771701985.03,1475.6,8490.9,317.0,324.0,VFR_level,8500,True,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771702062.66,1771702738.67,676.0,8485.0,331.0,338.0,VFR_level,8500,True,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771702896.43,1771703961.54,1065.1,8460.0,331.0,338.0,VFR_level,8500,True,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771704094.63,1771707777.4,3682.8,9460.0,331.0,338.0,VFR_level,9500,False,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771708016.32,1771708728.51,712.2,11470.4,330.0,337.0,VFR_level,11500,False,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771708778.04,1771708960.91,182.9,11470.4,315.0,322.0,VFR_level,11500,False,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771709322.86,1771710034.15,711.3,12470.4,34.0,41.0,VFR_level,12500,False,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771710266.28,1771710804.74,538.5,13470.4,34.0,41.0,VFR_level,13500,True,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771710894.47,1771711125.09,230.6,12920.4,34.0,41.0,IFR_level,13000,,False,False
a053ff:2026-02-21T18:49:44Z,florida,2026-02-21,BE36,N120DB,1771711552.53,1771713331.39,1778.9,11495.4,34.0,41.0,VFR_level,11500,True,True,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771700113.89,1771700533.13,419.2,3492.4,300.0,307.0,VFR_level,3500,False,False,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771700603.86,1771700786.21,182.4,3592.4,291.0,298.0,VFR_level,3500,False,False,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771703024.75,1771703284.09,259.3,3461.7,285.0,292.0,VFR_level,3500,False,False,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771703500.76,1771703859.79,359.0,3461.7,285.0,292.0,VFR_level,3500,False,False,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771703874.53,1771704259.35,384.8,3461.7,285.0,292.0,VFR_level,3500,False,False,False
a5ef37:2026-02-21T18:47:10Z,florida,2026-02-21,C172,N4814C,1771704287.98,1771704502.63,214.7,3261.7,285.0,292.0,off_level,,,False,False
ab18ac:2026-02-21T18:47:03Z,florida,2026-02-21,C172,ERU814,1771700599.32,1771700779.35,180.0,3535.7,348.0,355.0,VFR_level,3500,False,True,False
a08a10:2026-02-21T18:43:17Z,florida,2026-02-21,PA34,N134AC,1771699869.91,1771700241.74,371.8,5363.5,44.0,51.0,VFR_level,5500,True,False,False
aa97ba:2026-02-21T18:42:10Z,florida,2026-02-21,P28A,N7818N,1771706732.13,1771706943.97,211.8,5646.2,167.0,174.0,VFR_level,5500,True,True,False
aa97ba:2026-02-21T18:42:10Z,florida,2026-02-21,P28A,N7818N,1771707224.46,1771707826.87,602.4,5546.2,180.0,187.0,VFR_level,5500,False,True,False
aa97ba:2026-02-21T18:42:10Z,florida,2026-02-21,P28A,N7818N,1771708082.27,1771708314.41,232.1,5546.2,191.0,198.0,VFR_level,5500,False,True,False
aa97ba:2026-02-21T18:42:10Z,florida,2026-02-21,P28A,N7818N,1771708354.06,1771709273.58,919.5,5546.2,176.0,183.0,VFR_level,5500,False,True,True
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771699458.57,1771699918.11,459.5,6512.1,187.0,194.0,VFR_level,6500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771699975.56,1771700641.76,666.2,6487.1,187.0,194.0,VFR_level,6500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771700683.4,1771701393.65,710.2,6531.3,187.0,194.0,VFR_level,6500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771701661.81,1771701997.08,335.3,8581.3,187.0,194.0,VFR_level,8500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771702027.26,1771702412.15,384.9,8406.3,187.0,194.0,VFR_level,8500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771702431.28,1771702862.78,431.5,8425.9,187.0,194.0,VFR_level,8500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771703235.57,1771703581.69,346.1,8400.9,187.0,194.0,VFR_level,8500,True,False,False
a1afa2:2026-02-21T18:40:42Z,florida,2026-02-21,BE36,N2079L,1771704460.61,1771704835.81,375.2,6325.9,187.0,194.0,off_level,,,False,False
ae1ec3:2026-02-21T18:39:23Z,florida,2026-02-21,TEX2,SH062,1771699253.21,1771699476.93,223.7,5201.3,184.0,191.0,off_level,,,False,False
a99c2b:2026-02-21T18:39:20Z,florida,2026-02-21,PA24,N7180P,1771701590.74,1771701955.63,364.9,4477.1,180.0,187.0,VFR_level,4500,True,False,False
a80446:2026-02-21T18:39:12Z,florida,2026-02-21,LEG2,N6154S,1771700122.82,1771700345.94,223.1,3470.7,310.0,317.0,VFR_level,3500,False,False,False
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771699910.2,1771700184.68,274.5,5471.0,172.0,179.0,VFR_level,5500,True,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771700345.28,1771700569.06,223.8,5471.0,190.0,197.0,VFR_level,5500,False,False,False
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771701443.38,1771701628.41,185.0,5671.0,164.0,171.0,off_level,,,False,False
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771701668.01,1771701955.93,287.9,5571.0,175.0,182.0,VFR_level,5500,False,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771702550.49,1771702738.26,187.8,5371.0,174.0,181.0,VFR_level,5500,False,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771703932.2,1771704122.85,190.6,4471.0,176.0,183.0,VFR_level,4500,True,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771704459.65,1771704652.98,193.3,4371.0,176.0,183.0,VFR_level,4500,True,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771704717.18,1771704908.22,191.0,3971.0,176.0,183.0,IFR_level,4000,,False,True
a48475:2026-02-21T18:38:55Z,florida,2026-02-21,P28A,N390TC,1771704981.38,1771705337.26,355.9,4071.0,176.0,183.0,IFR_level,4000,,False,True
abf439:2026-02-21T18:38:46Z,florida,2026-02-21,RV7,N87CK,1771699313.88,1771701484.99,2171.1,6460.1,183.0,190.0,VFR_level,6500,True,False,False
a945b9:2026-02-21T18:36:37Z,florida,2026-02-21,P28A,LFA554,1771700019.05,1771700411.38,392.3,4496.3,287.0,294.0,VFR_level,4500,True,True,False
a945b9:2026-02-21T18:36:37Z,florida,2026-02-21,P28A,LFA554,1771700443.24,1771701429.2,986.0,4521.3,272.0,279.0,VFR_level,4500,True,True,False
a945b9:2026-02-21T18:36:37Z,florida,2026-02-21,P28A,LFA554,1771703008.93,1771703706.7,697.8,3540.9,116.0,123.0,VFR_level,3500,True,True,False
a945b9:2026-02-21T18:36:37Z,florida,2026-02-21,P28A,LFA554,1771703747.12,1771703977.36,230.2,3515.9,116.0,123.0,VFR_level,3500,True,True,False
a92f6f:2026-02-21T18:36:17Z,florida,2026-02-21,P28A,LFA548,1771699857.39,1771700252.53,395.1,4521.5,227.0,234.0,VFR_level,4500,True,True,False
a92f6f:2026-02-21T18:36:17Z,florida,2026-02-21,P28A,LFA548,1771700511.01,1771700921.88,410.9,4521.5,224.0,231.0,VFR_level,4500,True,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771699386.91,1771699584.89,198.0,4516.6,338.0,345.0,VFR_level,4500,True,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771699709.47,1771700037.83,328.4,4291.6,338.0,345.0,off_level,,,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771700105.62,1771700451.92,346.3,4441.6,338.0,345.0,VFR_level,4500,True,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771700560.8,1771701141.66,580.9,4966.6,338.0,345.0,IFR_level,5000,,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771701188.26,1771701397.01,208.8,4966.6,338.0,345.0,IFR_level,5000,,True,False
a35621:2026-02-21T18:34:34Z,florida,2026-02-21,DA42,ERU314,1771701516.05,1771701953.42,437.4,4991.6,338.0,345.0,IFR_level,5000,,True,False
a07f34:2026-02-21T18:33:20Z,florida,2026-02-21,DA40,N131DA,1771700469.34,1771701988.06,1518.7,8475.9,175.0,182.0,VFR_level,8500,True,False,True
a07f34:2026-02-21T18:33:20Z,florida,2026-02-21,DA40,N131DA,1771702298.46,1771702617.81,319.3,6475.9,179.0,186.0,VFR_level,6500,True,False,False
a07f34:2026-02-21T18:33:20Z,florida,2026-02-21,DA40,N131DA,1771702659.03,1771702985.03,326.0,6475.9,180.0,187.0,VFR_level,6500,True,False,False
a07f34:2026-02-21T18:33:20Z,florida,2026-02-21,DA40,N131DA,1771703050.19,1771703465.86,415.7,6475.9,196.0,203.0,VFR_level,6500,True,False,False
a07f34:2026-02-21T18:33:20Z,florida,2026-02-21,DA40,N131DA,1771703838.7,1771704561.1,722.4,6475.9,183.0,190.0,VFR_level,6500,True,False,False
ade8c8:2026-02-21T18:31:21Z,florida,2026-02-21,C172,N99589,1771699009.57,1771699198.12,188.5,3480.7,173.0,180.0,VFR_level,3500,False,False,True
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771700147.69,1771700356.62,208.9,8666.0,181.0,188.0,off_level,,,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771700405.88,1771701262.71,856.8,8666.0,177.0,184.0,off_level,,,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771701338.38,1771701910.4,572.0,8566.0,178.0,185.0,VFR_level,8500,True,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771702047.63,1771702326.97,279.3,8566.0,182.0,189.0,VFR_level,8500,True,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771702748.89,1771703865.15,1116.3,6466.0,141.0,148.0,VFR_level,6500,False,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771703910.5,1771704220.86,310.4,6566.0,143.0,150.0,VFR_level,6500,False,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771704422.35,1771704790.71,368.4,6466.0,145.0,152.0,VFR_level,6500,False,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771704839.91,1771705042.59,202.7,6366.0,142.0,149.0,VFR_level,6500,False,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771705131.94,1771705579.71,447.8,6466.0,142.0,149.0,VFR_level,6500,False,False,False
a9e9db:2026-02-21T18:30:22Z,florida,2026-02-21,C172,N738ME,1771705975.57,1771706486.07,510.5,3466.0,157.0,164.0,VFR_level,3500,True,False,False
a5d627:2026-02-21T18:28:55Z,florida,2026-02-21,P28A,N47509,1771699158.61,1771699391.15,232.5,4381.7,194.0,201.0,VFR_level,4500,True,False,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771698708.07,1771698979.86,271.8,4468.0,222.0,229.0,VFR_level,4500,True,False,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771700241.63,1771701541.46,1299.8,5463.0,323.0,330.0,VFR_level,5500,False,True,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771701566.51,1771701912.6,346.1,5463.0,323.0,330.0,VFR_level,5500,False,True,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771702138.99,1771702380.01,241.0,3488.0,323.0,330.0,VFR_level,3500,False,True,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771702424.13,1771702789.49,365.4,3513.0,323.0,330.0,VFR_level,3500,False,True,False
a77516:2026-02-21T18:26:49Z,florida,2026-02-21,C182,N58RR,1771702859.09,1771703108.42,249.3,3588.0,323.0,330.0,VFR_level,3500,False,True,False
ab1c63:2026-02-21T18:23:16Z,florida,2026-02-21,C172,ERU815,1771700069.76,1771700389.71,320.0,3446.9,244.0,251.0,VFR_level,3500,False,True,False
ab1c63:2026-02-21T18:23:16Z,florida,2026-02-21,C172,ERU815,1771700736.61,1771701161.54,424.9,4271.9,244.0,251.0,off_level,,,True,False
acea73:2026-02-21T18:23:09Z,florida,2026-02-21,RV3,N931M,1771698380.41,1771699280.97,900.6,4424.2,196.0,203.0,VFR_level,4500,True,False,False
a2d58d:2026-02-21T18:22:56Z,florida,2026-02-21,P28A,N282BL,1771698559.83,1771698776.23,216.4,3459.2,344.0,351.0,VFR_level,3500,False,False,False
a24626:2026-02-21T18:22:36Z,florida,2026-02-21,PA38,N2459A,1771700886.51,1771701371.91,485.4,6456.5,234.0,241.0,VFR_level,6500,True,False,False
a1ead0:2026-02-21T18:21:36Z,florida,2026-02-21,PA32,N2220J,1771699495.05,1771700012.31,517.3,5449.0,122.0,129.0,VFR_level,5500,True,True,False
a1ead0:2026-02-21T18:21:36Z,florida,2026-02-21,PA32,N2220J,1771700101.35,1771700371.1,269.8,5424.0,122.0,129.0,VFR_level,5500,True,True,False
