flight_id,region,day,icao_type,callsign,t_start,t_end,duration,median_qnh,median_track,mag_course,level_type,level_value,correct,near_squawk_change,near_boundary
a41510:2026-03-18T17:58:29Z,florida,2026-03-18,DA40,N362PS,1773857964.27,1773858206.55,242.3,4561.2,180.0,187.0,VFR_level,4500,True,False,False
a41510:2026-03-18T17:58:29Z,florida,2026-03-18,DA40,N362PS,1773858413.04,1773859153.27,740.2,6605.1,180.0,187.0,VFR_level,6500,True,False,False
a41510:2026-03-18T17:58:29Z,florida,2026-03-18,DA40,N362PS,1773859597.0,1773859879.45,282.5,6499.6,181.0,188.0,VFR_level,6500,True,False,False
a41510:2026-03-18T17:58:29Z,florida,2026-03-18,DA40,N362PS,1773860316.18,1773860515.25,199.1,4594.3,147.0,154.0,VFR_level,4500,False,False,False
ad9d0f:2026-03-18T17:57:23Z,florida,2026-03-18,C172,N97650,1773856801.81,1773857241.59,439.8,3473.5,98.0,105.0,VFR_level,3500,True,True,False
ad9d0f:2026-03-18T17:57:23Z,florida,2026-03-18,C172,N97650,1773857343.91,1773857906.45,562.5,3473.5,90.0,97.0,VFR_level,3500,True,True,False
ad9d0f:2026-03-18T17:57:23Z,florida,2026-03-18,C172,N97650,1773857980.59,1773858213.17,232.6,3573.5,88.0,95.0,VFR_level,3500,True,True,False
a0d97f:2026-03-18T17:57:01Z,florida,2026-03-18,P28A,N154ER,1773856973.77,1773857230.29,256.5,3504.4,240.0,247.0,VFR_level,3500,False,True,False
a90f5e:2026-03-18T17:56:41Z,florida,2026-03-18,P28A,LFA540,1773859780.5,1773860001.13,220.6,3451.6,280.0,287.0,VFR_level,3500,False,False,False
a90f5e:2026-03-18T17:56:41Z,florida,2026-03-18,P28A,LFA540,1773860126.8,1773860372.16,245.4,3376.6,280.0,287.0,VFR_level,3500,False,False,False
a90f5e:2026-03-18T17:56:41Z,florida,2026-03-18,P28A,LFA540,1773860511.98,1773860775.44,263.5,3501.6,280.0,287.0,VFR_level,3500,False,False,False
a9d29a:2026-03-18T17:55:20Z,florida,2026-03-18,C210,N732BH,1773856822.19,1773857864.55,1042.4,4370.1,2.0,9.0,VFR_level,4500,False,False,False
ac9e3d:2026-03-18T17:53:42Z,florida,2026-03-18,P28A,N912BL,1773856839.85,1773857446.68,606.8,3487.7,216.0,223.0,VFR_level,3500,False,False,False
ac9e3d:2026-03-18T17:53:42Z,florida,2026-03-18,P28A,N912BL,1773857524.57,1773857752.56,228.0,3512.7,216.0,223.0,VFR_level,3500,False,False,False
a73d7f:2026-03-18T17:51:32Z,florida,2026-03-18,C172,N566D,1773857775.96,1773859540.33,1764.4,4039.2,358.0,5.0,IFR_level,4000,,False,False
a73d7f:2026-03-18T17:51:32Z,florida,2026-03-18,C172,N566D,1773859558.99,1773859839.92,280.9,4014.2,358.0,5.0,IFR_level,4000,,False,False
a166d8:2026-03-18T17:51:07Z,florida,2026-03-18,T206,N19LM,1773856622.01,1773857293.38,671.4,4498.2,313.0,320.0,VFR_level,4500,True,False,False
add65a:2026-03-18T17:48:40Z,florida,2026-03-18,P28A,CXK264,1773856855.6,1773857136.03,280.4,5508.5,3.0,10.0,VFR_level,5500,True,True,False
add65a:2026-03-18T17:48:40Z,florida,2026-03-18,P28A,CXK264,1773857217.16,1773858685.63,1468.5,5483.5,3.0,10.0,VFR_level,5500,True,True,False
a920f0:2026-03-18T17:46:29Z,florida,2026-03-18,,N688AA,1773856318.19,1773856522.61,204.4,3458.1,257.0,264.0,VFR_level,3500,False,True,False
a49498:2026-03-18T17:45:34Z,florida,2026-03-18,C172,N3944Q,1773857007.33,1773857435.07,427.7,3938.8,272.0,279.0,IFR_level,4000,,False,False
a442cb:2026-03-18T17:42:59Z,florida,2026-03-18,P28A,N374BL,1773856113.31,1773857499.74,1386.4,4465.6,326.0,333.0,VFR_level,4500,True,False,False
a57d2b:2026-03-18T17:42:18Z,florida,2026-03-18,PA27,N4529P,1773856194.85,1773856577.94,383.1,7450.5,165.0,172.0,VFR_level,7500,True,True,False
a8d124:2026-03-18T17:41:39Z,florida,2026-03-18,C150,N6674F,1773857046.04,1773857368.86,322.8,4450.9,172.0,179.0,VFR_level,4500,False,True,True
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773855459.55,1773855800.02,340.5,4005.7,306.0,313.0,IFR_level,4000,,False,False
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773855930.93,1773856868.56,937.6,6005.7,306.0,313.0,IFR_level,6000,,False,False
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773857603.79,1773857843.43,239.6,6036.5,306.0,313.0,IFR_level,6000,,False,False
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773858087.14,1773858346.49,259.3,5036.5,126.0,133.0,IFR_level,5000,,False,False
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773858493.37,1773858869.43,376.1,5036.5,126.0,133.0,IFR_level,5000,,False,False
a09d68:2026-03-18T17:32:55Z,florida,2026-03-18,ALIG,N139J,1773858989.43,1773859783.03,793.6,5036.5,126.0,133.0,IFR_level,5000,,False,False
a1db63:2026-03-18T17:32:27Z,florida,2026-03-18,PA44,EPI619,1773857218.37,1773857441.01,222.6,3656.7,166.0,173.0,off_level,,,False,False
a15aaa:2026-03-18T17:31:08Z,florida,2026-03-18,C180,N18698,1773855222.64,1773855710.06,487.4,3442.7,345.0,352.0,VFR_level,3500,False,False,False
a15aaa:2026-03-18T17:31:08Z,florida,2026-03-18,C180,N18698,1773855786.04,1773856550.76,764.7,3442.7,344.0,351.0,VFR_level,3500,False,False,False
aa5f43:2026-03-18T17:30:37Z,florida,2026-03-18,CH7B,N768AC,1773855724.15,1773855984.46,260.3,3475.6,281.0,288.0,VFR_level,3500,False,False,False
aad7a9:2026-03-18T17:30:07Z,florida,2026-03-18,CRER,N798VS,1773855651.9,1773855969.48,317.6,4675.9,269.0,276.0,off_level,,,False,False
acf591:2026-03-18T17:26:10Z,florida,2026-03-18,PA44,LFA687,1773857415.72,1773857604.11,188.4,4484.6,36.0,43.0,VFR_level,4500,False,False,False
acf591:2026-03-18T17:26:10Z,florida,2026-03-18,PA44,LFA687,1773858233.47,1773858417.83,184.4,4584.6,36.0,43.0,VFR_level,4500,False,True,False
acf591:2026-03-18T17:26:10Z,florida,2026-03-18,PA44,LFA687,1773858556.59,1773859329.24,772.7,4584.6,36.0,43.0,VFR_level,4500,False,True,False
a1054b:2026-03-18T17:25:59Z,florida,2026-03-18,S22T,N165LR,1773855626.67,1773859577.73,3951.1,10490.3,344.0,351.0,VFR_level,10500,True,True,False
a1054b:2026-03-18T17:25:59Z,florida,2026-03-18,S22T,N165LR,1773859733.28,1773860555.68,822.4,10536.2,332.0,339.0,VFR_level,10500,True,True,False
a38d59:2026-03-18T17:25:53Z,florida,2026-03-18,VELO,N328PM,1773854921.48,1773855421.69,500.2,6469.4,346.0,353.0,VFR_level,6500,True,True,False
a06b1a:2026-03-18T17:20:04Z,florida,2026-03-18,PA44,LFA681,1773854718.54,1773855765.84,1047.3,7509.0,117.0,124.0,VFR_level,7500,True,True,False
ab95f7:2026-03-18T17:18:44Z,florida,2026-03-18,C172,N84582,1773855110.2,1773855452.99,342.8,6378.0,352.0,359.0,VFR_level,6500,True,False,True
a379c0:2026-03-18T17:18:29Z,florida,2026-03-18,P28A,CXK614,1773855021.14,1773856326.68,1305.5,5463.5,29.0,36.0,VFR_level,5500,True,False,False
a379c0:2026-03-18T17:18:29Z,florida,2026-03-18,P28A,CXK614,1773856396.13,1773856640.42,244.3,5488.5,29.0,36.0,VFR_level,5500,True,False,False
a606a5:2026-03-18T17:18:26Z,florida,2026-03-18,,N488DJ,1773856896.0,1773857147.3,251.3,3498.4,329.0,336.0,VFR_level,3500,False,False,False
a60bb4:2026-03-18T17:15:48Z,florida,2026-03-18,PA31,N489TC,1773854794.53,1773855344.57,550.0,9470.3,330.0,337.0,VFR_level,9500,False,False,False
a60bb4:2026-03-18T17:15:48Z,florida,2026-03-18,PA31,N489TC,1773855534.3,1773856048.72,514.4,11477.8,330.0,337.0,VFR_level,11500,False,False,False
ad59b9:2026-03-18T17:15:13Z,florida,2026-03-18,BE35,N9599R,1773854326.44,1773855443.03,1116.6,4545.5,333.0,340.0,VFR_level,4500,True,False,False
a74dc0:2026-03-18T17:14:54Z,florida,2026-03-18,RV7,N57TG,1773854232.62,1773854614.43,381.8,3446.1,348.0,355.0,VFR_level,3500,False,False,False
a74dc0:2026-03-18T17:14:54Z,florida,2026-03-18,RV7,N57TG,1773854670.75,1773855302.11,631.4,3446.1,349.0,356.0,VFR_level,3500,False,False,False
a4a439:2026-03-18T17:14:14Z,florida,2026-03-18,SR22,N399AA,1773854543.41,1773854943.65,400.2,4544.3,303.5,310.5,VFR_level,4500,True,False,False
a4a439:2026-03-18T17:14:14Z,florida,2026-03-18,SR22,N399AA,1773854988.9,1773855196.5,207.6,4619.3,315.0,322.0,VFR_level,4500,True,False,False
a4a439:2026-03-18T17:14:14Z,florida,2026-03-18,SR22,N399AA,1773855255.62,1773855934.97,679.4,4469.3,297.0,304.0,VFR_level,4500,True,False,False
a37483:2026-03-18T17:12:43Z,florida,2026-03-18,C170,N3211A,1773854566.94,1773854997.04,430.1,6472.0,345.0,352.0,VFR_level,6500,True,False,False
a37483:2026-03-18T17:12:43Z,florida,2026-03-18,C170,N3211A,1773855071.55,1773855285.95,214.4,6472.0,357.0,4.0,VFR_level,6500,False,False,False
a37483:2026-03-18T17:12:43Z,florida,2026-03-18,C170,N3211A,1773855342.24,1773855575.8,233.6,6472.0,344.0,351.0,VFR_level,6500,True,False,False
a7c643:2026-03-18T17:12:41Z,florida,2026-03-18,S22T,N60PZ,1773854108.77,1773854384.43,275.7,5022.1,164.0,171.0,IFR_level,5000,,True,False
a86ccc:2026-03-18T17:12:35Z,florida,2026-03-18,RV10,N642BK,1773854521.68,1773854860.27,338.6,3596.8,351.0,358.0,VFR_level,3500,False,False,True
a36eac:2026-03-18T17:12:02Z,florida,2026-03-18,LNC2,N320DS,1773854993.22,1773855178.43,185.2,6447.2,8.0,15.0,VFR_level,6500,False,True,False
a36eac:2026-03-18T17:12:02Z,florida,2026-03-18,LNC2,N320DS,1773855255.64,1773855460.32,204.7,6477.4,267.0,274.0,VFR_level,6500,True,True,False
a36eac:2026-03-18T17:12:02Z,florida,2026-03-18,LNC2,N320DS,1773855517.2,1773855784.39,267.2,6477.4,4.5,11.5,VFR_level,6500,False,True,False
a36eac:2026-03-18T17:12:02Z,florida,2026-03-18,LNC2,N320DS,1773856019.89,1773856229.21,209.3,6477.4,45.0,52.0,VFR_level,6500,False,True,False
a2baec:2026-03-18T17:08:31Z,florida,2026-03-18,RV14,N275VB,1773854012.61,1773854759.41,746.8,5447.7,346.0,353.0,VFR_level,5500,False,False,False
aab5db:2026-03-18T17:07:45Z,florida,2026-03-18,RV8,N79BX,1773853801.61,1773853994.26,192.7,4547.2,115.0,122.0,VFR_level,4500,False,False,False
ace1fe:2026-03-18T17:07:31Z,florida,2026-03-18,P28A,N9290N,1773854114.63,1773854692.87,578.2,5534.7,48.0,55.0,VFR_level,5500,True,True,False
a920ed:2026-03-18T17:07:05Z,florida,2026-03-18,C152,N68799,1773869632.15,1773869993.11,361.0,4531.8,2.0,9.0,VFR_level,4500,False,True,False
a920ed:2026-03-18T17:07:05Z,florida,2026-03-18,C152,N68799,1773870451.46,1773870632.55,181.1,4531.8,358.0,5.0,VFR_level,4500,False,True,False
a920ed:2026-03-18T17:07:05Z,florida,2026-03-18,C152,N68799,1773873217.59,1773874605.1,1387.5,6531.8,355.0,2.0,VFR_level,6500,False,False,True
a920ed:2026-03-18T17:07:05Z,florida,2026-03-18,C152,N68799,1773874858.89,1773877838.6,2979.7,4531.8,1.0,8.0,VFR_level,4500,False,False,False
a70a67:2026-03-18T17:06:46Z,florida,2026-03-18,C172,LFA332,1773854138.1,1773854371.91,233.8,3539.6,310.5,317.5,VFR_level,3500,False,True,False
a70a67:2026-03-18T17:06:46Z,florida,2026-03-18,C172,LFA332,1773854415.84,1773854690.41,274.6,3564.6,353.0,0.0,VFR_level,3500,True,True,True
a70a67:2026-03-18T17:06:46Z,florida,2026-03-18,C172,LFA332,1773854720.33,1773855780.38,1060.1,3539.6,351.0,358.0,VFR_level,3500,False,True,True
a70a67:2026-03-18T17:06:46Z,florida,2026-03-18,C172,LFA332,1773856207.99,1773856475.16,267.2,3545.0,354.0,1.0,VFR_level,3500,True,False,True
a70a67:2026-03-18T17:06:46Z,florida,2026-03-18,C172,LFA332,1773856520.44,1773856725.06,204.6,3470.0,344.0,351.0,VFR_level,3500,False,False,False
aa4f1c:2026-03-18T17:06:34Z,florida,2026-03-18,PA30,N7630Y,1773853915.49,1773854285.03,369.5,5469.3,132.5,139.5,VFR_level,5500,True,True,False
aba61e:2026-03-18T17:00:21Z,florida,2026-03-18,S22T,N85MM,1773855958.37,1773856304.1,345.7,4460.0,265.0,272.0,VFR_level,4500,True,False,False
aba61e:2026-03-18T17:00:21Z,florida,2026-03-18,S22T,N85MM,1773856357.82,1773856817.2,459.4,4490.4,190.0,197.0,VFR_level,4500,True,False,False
a7ab99:2026-04-25T18:59:27Z,florida,2026-04-25,P28A,N5935F,1777143609.25,1777143887.47,278.2,5432.0,115.0,122.0,VFR_level,5500,True,False,False
a7ab99:2026-04-25T18:59:27Z,florida,2026-04-25,P28A,N5935F,1777144051.84,1777144303.59,251.8,4332.0,115.0,122.0,off_level,,,False,False
a8eb96:2026-04-25T18:53:10Z,florida,2026-04-25,P28A,LFA533,1777144099.9,1777144291.35,191.4,4487.2,295.0,302.0,VFR_level,4500,True,True,False
a8eb96:2026-04-25T18:53:10Z,florida,2026-04-25,P28A,LFA533,1777144320.84,1777144506.63,185.8,4512.2,281.0,288.0,VFR_level,4500,True,True,False
a05fc9:2026-04-25T18:51:39Z,florida,2026-04-25,C172,N123KS,1777143519.76,1777143857.26,337.5,4479.2,4.0,11.0,VFR_level,4500,False,False,False
a05fc9:2026-04-25T18:51:39Z,florida,2026-04-25,C172,N123KS,1777144260.35,1777144501.03,240.7,4379.2,337.0,344.0,VFR_level,4500,True,False,False
a05fc9:2026-04-25T18:51:39Z,florida,2026-04-25,C172,N123KS,1777144562.5,1777145010.71,448.2,4454.2,345.0,352.0,VFR_level,4500,True,False,False
a46d19:2026-04-25T18:49:36Z,florida,2026-04-25,C172,N3844Q,1777143953.65,1777144237.1,283.4,5314.3,5.0,12.0,off_level,,,False,False
a46d19:2026-04-25T18:49:36Z,florida,2026-04-25,C172,N3844Q,1777144598.71,1777144784.4,185.7,5414.3,331.0,338.0,VFR_level,5500,False,False,False
a46d19:2026-04-25T18:49:36Z,florida,2026-04-25,C172,N3844Q,1777144939.22,1777145144.27,205.0,5514.3,331.0,338.0,VFR_level,5500,False,False,False
a46d19:2026-04-25T18:49:36Z,florida,2026-04-25,C172,N3844Q,1777145285.5,1777145635.27,349.8,5414.3,333.0,340.0,VFR_level,5500,False,False,False
a89a9a:2026-04-25T18:49:32Z,florida,2026-04-25,C182,N65324,1777143781.51,1777144530.15,748.6,3476.3,228.0,235.0,VFR_level,3500,False,True,False
abaf3a:2026-04-25T18:47:42Z,florida,2026-04-25,C172,ERU852,1777146429.49,1777146718.85,289.4,4484.3,346.0,353.0,VFR_level,4500,True,True,False
a7022b:2026-04-25T18:38:37Z,florida,2026-04-25,P28A,N55029,1777143085.92,1777144249.46,1163.5,8540.4,327.0,334.0,VFR_level,8500,True,False,False
a7022b:2026-04-25T18:38:37Z,florida,2026-04-25,P28A,N55029,1777147249.05,1777148346.01,1097.0,7410.0,98.0,105.0,VFR_level,7500,True,False,False
a7022b:2026-04-25T18:38:37Z,florida,2026-04-25,P28A,N55029,1777148604.27,1777148893.31,289.0,9510.0,98.0,105.0,VFR_level,9500,True,False,False
a7022b:2026-04-25T18:38:37Z,florida,2026-04-25,P28A,N55029,1777149035.94,1777149529.26,493.3,8410.0,98.0,105.0,VFR_level,8500,False,False,False
aa447d:2026-04-25T18:36:51Z,florida,2026-04-25,C182,N7604S,1777142472.64,1777142985.26,512.6,4472.4,358.0,5.0,VFR_level,4500,False,True,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777143498.78,1777143679.74,181.0,5310.1,179.0,186.0,off_level,,,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777143757.33,1777143952.76,195.4,5210.1,164.0,171.0,off_level,,,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777143983.87,1777144393.54,409.7,4910.1,160.0,167.0,IFR_level,5000,,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777144438.11,1777144659.62,221.5,4810.1,168.5,175.5,off_level,,,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777145133.07,1777145334.02,201.0,5110.1,163.0,170.0,IFR_level,5000,,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777145557.76,1777145753.1,195.3,4510.1,143.0,150.0,VFR_level,4500,False,False,False
ad071b:2026-04-25T18:36:27Z,florida,2026-04-25,C152,N939AC,1777146011.96,1777146281.68,269.7,3410.1,209.0,216.0,VFR_level,3500,False,False,False
a80194:2026-04-25T18:35:59Z,florida,2026-04-25,T206,N615CS,1777142256.61,1777142828.3,571.7,4448.1,349.0,356.0,VFR_level,4500,True,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777143666.16,1777144000.42,334.3,5328.9,318.0,325.0,off_level,,,True,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777144460.48,1777144817.68,357.2,6428.9,342.0,349.0,VFR_level,6500,True,True,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777144888.52,1777145315.52,427.0,6428.9,335.0,342.0,VFR_level,6500,True,True,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777145332.7,1777145696.59,363.9,6398.1,325.0,332.0,VFR_level,6500,True,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777145716.74,1777146068.24,351.5,6398.1,21.0,28.0,VFR_level,6500,False,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777147261.72,1777147560.93,299.2,5498.1,156.0,163.0,VFR_level,5500,True,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777147657.0,1777148194.62,537.6,6398.1,159.0,166.0,VFR_level,6500,False,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777148380.28,1777148649.13,268.9,6398.1,94.0,101.0,VFR_level,6500,False,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777149407.86,1777149881.48,473.6,4528.9,172.0,179.0,VFR_level,4500,False,False,True
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777149901.73,1777150322.83,421.1,4528.9,233.5,240.5,VFR_level,4500,True,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777150428.32,1777150903.05,474.7,4528.9,57.0,64.0,VFR_level,4500,False,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777151014.75,1777152306.31,1291.6,4528.9,334.0,341.0,VFR_level,4500,True,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777152367.75,1777153332.02,964.3,4628.9,148.0,155.0,VFR_level,4500,False,False,False
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777153341.25,1777153823.31,482.1,4528.9,175.0,182.0,VFR_level,4500,True,False,True
aae3c4:2026-04-25T18:34:59Z,florida,2026-04-25,BE76,N800VM,1777154202.71,1777154523.31,320.6,4628.9,169.0,176.0,VFR_level,4500,False,False,False
add15b:2026-04-25T18:32:23Z,florida,2026-04-25,LGEZ,N99LY,1777142542.8,1777142807.56,264.8,6709.6,336.5,343.5,off_level,,,False,False
a91e3a:2026-04-25T18:27:35Z,florida,2026-04-25,P28A,LFA544,1777142153.29,1777143478.12,1324.8,5465.7,118.0,125.0,VFR_level,5500,True,True,False
a91e3a:2026-04-25T18:27:35Z,florida,2026-04-25,P28A,LFA544,1777143673.13,1777144329.49,656.4,5458.5,116.0,123.0,VFR_level,5500,True,True,False
a91e3a:2026-04-25T18:27:35Z,florida,2026-04-25,P28A,LFA544,1777144340.13,1777144659.46,319.3,5458.5,88.0,95.0,VFR_level,5500,True,True,False
aa837d:2026-04-25T18:25:54Z,florida,2026-04-25,P28A,N777ES,1777142045.65,1777142284.48,238.8,3924.9,293.0,300.0,IFR_level,4000,,False,False
aa837d:2026-04-25T18:25:54Z,florida,2026-04-25,P28A,N777ES,1777142530.89,1777142747.57,216.7,3924.9,293.0,300.0,IFR_level,4000,,False,False
aa837d:2026-04-25T18:25:54Z,florida,2026-04-25,P28A,N777ES,1777142831.07,1777143216.15,385.1,3924.9,293.0,300.0,IFR_level,4000,,False,False
a172d3:2026-04-25T18:24:51Z,florida,2026-04-25,C172,ERU1,1777142158.25,1777142545.31,387.1,3989.8,65.0,72.0,IFR_level,4000,,True,False
a172d3:2026-04-25T18:24:51Z,florida,2026-04-25,C172,ERU1,1777142650.45,1777142864.44,214.0,4064.8,65.0,72.0,IFR_level,4000,,True,False
a172d3:2026-04-25T18:24:51Z,florida,2026-04-25,C172,ERU1,1777143379.33,1777143893.18,513.9,4014.8,65.0,72.0,IFR_level,4000,,True,False
aae070:2026-04-25T18:21:21Z,florida,2026-04-25,C208,N80KL,1777141493.25,1777142317.1,823.8,3551.9,200.0,207.0,VFR_level,3500,False,True,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777141648.54,1777142087.58,439.0,4426.9,30.0,37.0,VFR_level,4500,False,False,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777142140.96,1777142364.91,224.0,4326.9,30.0,37.0,off_level,,,False,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777142378.09,1777142667.52,289.4,4526.9,30.0,37.0,VFR_level,4500,False,False,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777144096.71,1777144412.7,316.0,3526.9,30.0,37.0,VFR_level,3500,True,False,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777144507.04,1777144760.26,253.2,3326.9,30.0,37.0,off_level,,,False,False
a2e81c:2026-04-25T18:20:12Z,florida,2026-04-25,P28A,N287BG,1777145108.65,1777145408.03,299.4,3394.9,30.0,37.0,VFR_level,3500,True,False,False
a81062:2026-04-25T18:18:27Z,florida,2026-04-25,PA18,N619CC,1777142368.22,1777142742.05,373.8,4254.9,202.0,209.0,off_level,,,True,False
a81062:2026-04-25T18:18:27Z,florida,2026-04-25,PA18,N619CC,1777142875.93,1777143183.67,307.7,4460.7,202.0,209.0,VFR_level,4500,True,True,False
a02218:2026-04-25T18:14:10Z,florida,2026-04-25,P28R,N1077X,1777141450.64,1777142062.9,612.3,5508.2,180.0,187.0,VFR_level,5500,False,False,False
ab4f07:2026-04-25T18:05:39Z,florida,2026-04-25,C172,ERU828,1777141064.66,1777141418.05,353.4,4019.1,262.0,269.0,IFR_level,4000,,True,False
ab4f07:2026-04-25T18:05:39Z,florida,2026-04-25,C172,ERU828,1777141550.79,1777141819.41,268.6,3994.1,262.0,269.0,IFR_level,4000,,True,False
ab402b:2026-04-25T18:05:21Z,florida,2026-04-25,C172,ERU824,1777140781.73,1777142025.44,1243.7,3987.1,343.0,350.0,IFR_level,4000,,False,False
ab402b:2026-04-25T18:05:21Z,florida,2026-04-25,C172,ERU824,1777142202.06,1777142439.28,237.2,3987.1,327.5,334.5,IFR_level,4000,,False,False
ab402b:2026-04-25T18:05:21Z,florida,2026-04-25,C172,ERU824,1777143161.95,1777143367.17,205.2,3987.1,41.0,48.0,IFR_level,4000,,False,False
adeca0:2026-04-25T18:03:58Z,florida,2026-04-25,C172,N99697,1777140928.55,1777141192.23,263.7,4121.0,272.0,279.0,IFR_level,4000,,True,False
adeca0:2026-04-25T18:03:58Z,florida,2026-04-25,C172,N99697,1777141252.38,1777141480.08,227.7,4171.0,272.0,279.0,off_level,,,True,False
adeca0:2026-04-25T18:03:58Z,florida,2026-04-25,C172,N99697,1777141534.55,1777141730.08,195.5,3946.0,272.0,279.0,IFR_level,4000,,True,False
a97c40:2026-04-25T18:03:42Z,florida,2026-04-25,P28A,LFA557,1777143889.19,1777144080.64,191.5,3500.8,110.0,117.0,VFR_level,3500,True,True,False
a97c40:2026-04-25T18:03:42Z,florida,2026-04-25,P28A,LFA557,1777144159.24,1777144359.52,200.3,3475.8,113.0,120.0,VFR_level,3500,True,True,False
a7cc0a:2026-04-25T18:01:30Z,florida,2026-04-25,P46T,N601MA,1777140620.55,1777140835.1,214.5,4489.7,5.5,12.5,VFR_level,4500,False,False,False
a7cc0a:2026-04-25T18:01:30Z,florida,2026-04-25,P46T,N601MA,1777141003.23,1777141370.64,367.4,3489.7,40.0,47.0,VFR_level,3500,True,False,False
a7cc0a:2026-04-25T18:01:30Z,florida,2026-04-25,P46T,N601MA,1777142580.15,1777143049.72,469.6,5508.9,243.0,250.0,VFR_level,5500,False,False,False
a7cc0a:2026-04-25T18:01:30Z,florida,2026-04-25,P46T,N601MA,1777143127.91,1777143363.59,235.7,5539.2,200.0,207.0,VFR_level,5500,False,False,False
ac375c:2026-04-25T18:01:21Z,florida,2026-04-25,C172,N634WG,1777140680.73,1777141399.28,718.5,4464.6,338.0,345.0,VFR_level,4500,True,True,False
ac375c:2026-04-25T18:01:21Z,florida,2026-04-25,C172,N634WG,1777141459.01,1777141681.65,222.6,4464.6,348.0,355.0,VFR_level,4500,True,True,False
ac375c:2026-04-25T18:01:21Z,florida,2026-04-25,C172,N634WG,1777141784.54,1777142086.93,302.4,4464.6,348.0,355.0,VFR_level,4500,True,True,False
ac375c:2026-04-25T18:01:21Z,florida,2026-04-25,C172,N634WG,1777142130.69,1777142463.19,332.5,4464.6,339.0,346.0,VFR_level,4500,True,True,False
a364fd:2026-04-25T18:01:13Z,florida,2026-04-25,DA42,ERU318,1777142223.3,1777142418.87,195.6,6244.8,352.0,359.0,off_level,,,True,True
a364fd:2026-04-25T18:01:13Z,florida,2026-04-25,DA42,ERU318,1777142766.5,1777143015.05,248.5,6394.8,160.0,167.0,VFR_level,6500,False,True,False
a5cf20:2026-04-25T18:00:04Z,florida,2026-04-25,P28R,N47337,1777140109.23,1777140496.97,387.7,4539.7,307.0,314.0,VFR_level,4500,True,False,False
ab5c85:2026-04-25T17:58:53Z,florida,2026-04-25,C172,ERU831,1777141279.8,1777142436.08,1156.3,3988.1,36.0,43.0,IFR_level,4000,,False,False
ab5c85:2026-04-25T17:58:53Z,florida,2026-04-25,C172,ERU831,1777143193.67,1777143730.31,536.6,3463.1,44.0,51.0,VFR_level,3500,True,False,False
ab52be:2026-04-25T17:57:02Z,florida,2026-04-25,C172,ERU829,1777141262.79,1777142054.57,791.8,3988.4,345.0,352.0,IFR_level,4000,,False,False
ab52be:2026-04-25T17:57:02Z,florida,2026-04-25,C172,ERU829,1777142069.57,1777142346.11,276.5,3988.4,34.0,41.0,IFR_level,4000,,False,False
ab52be:2026-04-25T17:57:02Z,florida,2026-04-25,C172,ERU829,1777143055.37,1777143556.04,500.7,3488.4,46.0,53.0,VFR_level,3500,True,False,False
