flight_id,area,day,reg,type,callsign,dur_s,mean_qnh_ft,band_ft,sq7000_frac
407f58:2026-06-07T09:10:03Z,lincolnshire,2026-06-07,G-HMGF,BE30,SRD224B,165.1,2053.2,125.0,0.0
402f34:2026-06-07T07:49:02Z,lincolnshire,2026-06-07,G-BRHA,P32T,GBRHA,181.2,4487.8,0.0,0.0
407f58:2026-06-13T23:18:16Z,lincolnshire,2026-06-13,G-HMGF,B350,SRD224B,171.7,1982.1,75.0,1.0
403123:2026-06-13T17:04:27Z,lincolnshire,2026-06-13,G-GOSL,DR40,GGOSL,316.4,9562.9,100.0,1.0
4021f7:2026-06-13T14:09:45Z,lincolnshire,2026-06-13,G-HULL,C150,GHULL,143.0,1999.6,150.0,0.0
401add:2026-06-13T13:44:47Z,lincolnshire,2026-06-13,G-BBKB,C150,GBBKB,187.0,2858.3,150.0,0.0
401add:2026-06-13T13:44:47Z,lincolnshire,2026-06-13,G-BBKB,C150,GBBKB,268.9,2991.0,25.0,0.0
401ed9:2026-06-13T13:35:15Z,lincolnshire,2026-06-13,G-BIDH,C152,GBIDH,129.6,2110.3,100.0,0.0
401ed9:2026-06-13T13:35:15Z,lincolnshire,2026-06-13,G-BIDH,C152,GBIDH,275.7,1959.7,150.0,0.0
401ed9:2026-06-13T13:35:15Z,lincolnshire,2026-06-13,G-BIDH,C152,GBIDH,140.0,2476.8,150.0,0.0
401ed9:2026-06-13T13:35:15Z,lincolnshire,2026-06-13,G-BIDH,C152,GBIDH,228.2,2379.1,100.0,0.0
407936:2026-06-13T13:10:16Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,130.4,2986.0,50.0,0.0
407936:2026-06-13T13:10:16Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,202.2,1982.8,150.0,0.0
407936:2026-06-13T13:10:16Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,360.9,1959.1,125.0,0.0
402926:2026-06-13T12:22:47Z,lincolnshire,2026-06-13,G-BNOM,P28A,GBNOM,138.7,2939.1,125.0,1.0
40415f:2026-06-13T11:47:12Z,lincolnshire,2026-06-13,G-RICO,AA5,GRICO,158.3,2949.4,100.0,0.0
40428b:2026-06-13T11:30:10Z,lincolnshire,2026-06-13,G-BZBF,C172,GBZBF,277.2,3074.4,100.0,0.11
40428b:2026-06-13T11:30:10Z,lincolnshire,2026-06-13,G-BZBF,C172,GBZBF,317.5,2272.6,100.0,1.0
4021f7:2026-06-13T10:42:32Z,lincolnshire,2026-06-13,G-HULL,C150,GHULL,131.8,1922.3,100.0,1.0
407bb7:2026-06-13T09:41:16Z,lincolnshire,2026-06-13,G-CMAH,C152,GCMAH,136.4,2720.6,150.0,0.0
407bb7:2026-06-13T09:41:16Z,lincolnshire,2026-06-13,G-CMAH,C152,GCMAH,176.6,2706.4,125.0,0.0
407936:2026-06-13T09:18:29Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,206.9,4974.3,125.0,0.0
407936:2026-06-13T09:18:29Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,239.7,2020.4,75.0,0.0
407936:2026-06-13T09:18:29Z,lincolnshire,2026-06-13,G-LHXA,DA42,ADV39,407.9,1990.1,150.0,0.0
401b9a:2026-06-13T08:25:00Z,lincolnshire,2026-06-13,G-BCRL,P28A,GBCRL,194.9,1789.2,100.0,1.0
407f58:2026-06-13T05:02:56Z,lincolnshire,2026-06-13,G-HMGF,B350,SRD224E,129.5,1994.7,75.0,1.0
407936:2026-06-17T16:12:41Z,lincolnshire,2026-06-17,G-LHXA,DA42,ADV39,191.9,4995.2,75.0,0.0
407936:2026-06-17T16:12:41Z,lincolnshire,2026-06-17,G-LHXA,DA42,ADV39,194.7,1989.4,150.0,0.0
407936:2026-06-17T16:12:41Z,lincolnshire,2026-06-17,G-LHXA,DA42,ADV39,219.8,1960.8,50.0,0.0
407936:2026-06-17T16:12:41Z,lincolnshire,2026-06-17,G-LHXA,DA42,ADV39,688.8,10010.6,75.0,0.0
407f58:2026-06-17T15:12:52Z,lincolnshire,2026-06-17,G-HMGF,B350,SRD224B,184.3,1496.3,25.0,0.0
43c8bd:2026-06-17T14:52:50Z,lincolnshire,2026-06-17,ZM310,G12T,PRF113,638.0,7121.7,150.0,0.0
407f71:2026-06-17T14:27:53Z,lincolnshire,2026-06-17,G-ZEAA,DA62,BRO067,204.7,2993.9,50.0,0.0
407939:2026-06-17T14:06:52Z,lincolnshire,2026-06-17,G-RVNR,P68,PLINE33,179.8,1218.0,150.0,0.0
402926:2026-06-17T12:20:32Z,lincolnshire,2026-06-17,G-BNOM,P28A,GBNOM,193.2,1999.5,125.0,0.0
402926:2026-06-17T12:20:32Z,lincolnshire,2026-06-17,G-BNOM,P28A,GBNOM,150.7,2960.5,150.0,0.0
402926:2026-06-17T12:20:32Z,lincolnshire,2026-06-17,G-BNOM,P28A,GBNOM,155.1,2010.5,75.0,0.0
43c8c1:2026-06-17T09:51:40Z,lincolnshire,2026-06-17,ZM314,G12T,PRF96,358.7,2005.4,125.0,0.0
43c8d8:2026-06-17T09:04:33Z,lincolnshire,2026-06-17,ZM337,E50P,CWL43,262.0,10009.7,150.0,0.0
401241:2026-06-20T14:22:41Z,lincolnshire,2026-06-20,G-IVII,RV7,GIVII,132.7,3860.8,125.0,1.0
402336:2026-06-20T14:16:28Z,lincolnshire,2026-06-20,G-VARG,MOR2,GVARG,168.8,2287.5,150.0,1.0
403038:2026-06-20T14:13:02Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,191.6,2345.0,150.0,1.0
403038:2026-06-20T14:13:02Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,175.6,2457.8,150.0,1.0
403038:2026-06-20T14:13:02Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,129.2,2629.7,125.0,1.0
404083:2026-06-20T14:00:57Z,lincolnshire,2026-06-20,G-EOHL,C182,GEOHL,322.0,2850.6,25.0,1.0
407744:2026-06-20T13:30:57Z,lincolnshire,2026-06-20,G-ELCH,AC11,GELCH,240.0,4076.3,25.0,0.0
401b4e:2026-06-20T13:20:29Z,lincolnshire,2026-06-20,G-BCEE,AA5,GBCEE,202.9,3716.7,100.0,0.0
403038:2026-06-20T12:50:24Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,170.0,3116.6,150.0,0.0
403038:2026-06-20T12:50:24Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,135.8,3283.2,150.0,0.0
403038:2026-06-20T12:50:24Z,lincolnshire,2026-06-20,G-BRTP,C152,GBRTP,135.5,3367.2,100.0,0.0
407d4e:2026-06-20T11:35:40Z,lincolnshire,2026-06-20,G-DWYP,NNJA,GDWYP,188.9,2791.1,150.0,1.0
401add:2026-06-20T10:42:42Z,lincolnshire,2026-06-20,G-BBKB,C150,GBBKB,134.7,985.2,150.0,1.0
40428b:2026-06-20T10:40:43Z,lincolnshire,2026-06-20,G-BZBF,C172,GBZBF,433.0,2248.2,100.0,1.0
40428b:2026-06-20T10:40:43Z,lincolnshire,2026-06-20,G-BZBF,C172,GBZBF,304.4,2050.8,100.0,1.0
40428b:2026-06-20T10:40:43Z,lincolnshire,2026-06-20,G-BZBF,C172,GBZBF,153.9,2275.0,100.0,1.0
401b4e:2026-06-20T10:16:59Z,lincolnshire,2026-06-20,G-BCEE,AA5,GBCEE,124.4,3498.0,0.0,0.0
403123:2026-06-20T07:45:47Z,lincolnshire,2026-06-20,G-GOSL,DR40,GGOSL,464.1,5985.0,0.0,1.0
400978:2026-06-25T23:11:45Z,lincolnshire,2026-06-25,G-FPLD,BE20,CLB423,333.9,7967.3,0.0,0.0
400978:2026-06-25T19:54:01Z,lincolnshire,2026-06-25,G-FPLD,BE20,CLB423,238.5,4992.3,0.0,0.0
401d6c:2026-06-25T16:40:17Z,lincolnshire,2026-06-25,G-BGBI,C150,GBGBI,273.0,2469.3,75.0,1.0
401d6c:2026-06-25T16:40:17Z,lincolnshire,2026-06-25,G-BGBI,C150,GBGBI,297.1,2593.6,150.0,1.0
43e7ed:2026-06-25T13:47:00Z,lincolnshire,2026-06-25,M-SURF,PC12,MSURF,250.1,10187.8,0.0,0.0
401b9a:2026-06-25T12:54:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,142.5,3440.6,100.0,0.0
401b9a:2026-06-25T12:54:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,236.0,2914.5,100.0,0.0
401b9a:2026-06-25T12:54:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,179.0,2789.6,100.0,0.0
401b9a:2026-06-25T12:54:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,122.5,2713.5,100.0,0.0
401b9a:2026-06-25T12:54:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,179.1,1509.8,100.0,0.0
407936:2026-06-25T12:40:45Z,lincolnshire,2026-06-25,G-LHXA,DA42,ADV37,783.1,3972.6,125.0,1.0
43c8ba:2026-06-25T12:09:00Z,lincolnshire,2026-06-25,ZM307,G12T,PRF62,175.2,5254.8,150.0,1.0
43f7c3:2026-06-25T12:04:49Z,lincolnshire,2026-06-25,2-WKTP,B350,WKT28,339.2,17182.9,0.0,0.0
400f37:2026-06-25T10:53:29Z,lincolnshire,2026-06-25,G-RLMW,SIRA,GRLMW,164.7,4671.8,150.0,1.0
a18fb1:2026-06-25T10:31:12Z,lincolnshire,2026-06-25,N20AG,TB20,N20AG,136.3,2592.0,150.0,1.0
401ed9:2026-06-25T09:59:51Z,lincolnshire,2026-06-25,G-BIDH,C152,GBIDH,320.5,2453.1,75.0,1.0
400fab:2026-06-25T09:29:08Z,lincolnshire,2026-06-25,G-NDPA,C42,GNDPA,138.8,3323.1,150.0,1.0
400fab:2026-06-25T09:29:08Z,lincolnshire,2026-06-25,G-NDPA,C42,GNDPA,168.0,3508.9,150.0,1.0
43c8be:2026-06-25T09:19:57Z,lincolnshire,2026-06-25,ZM311,G12T,PRF70,165.7,5208.8,75.0,0.0
402c25:2026-06-25T09:19:33Z,lincolnshire,2026-06-25,G-BOYI,P28A,GBOYI,203.3,3091.4,50.0,1.0
401b9a:2026-06-25T08:46:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,336.4,4054.7,100.0,0.0
401b9a:2026-06-25T08:46:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,157.5,3881.7,100.0,0.0
401b9a:2026-06-25T08:46:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,233.5,4035.5,100.0,0.0
401b9a:2026-06-25T08:46:14Z,lincolnshire,2026-06-25,G-BCRL,P28A,GBCRL,206.3,3667.4,100.0,0.0
401ae0:2026-06-25T08:33:21Z,lincolnshire,2026-06-25,G-BBKI,C172,GBBKI,218.8,2580.3,125.0,1.0
43c8d5:2026-06-25T07:16:11Z,lincolnshire,2026-06-25,ZM334,E50P,CWL51,456.3,6230.0,150.0,0.0
406cfe:2026-06-25T06:00:49Z,lincolnshire,2026-06-25,G-RMAV,C42,GRMAV,249.2,2283.2,125.0,1.0
401adc:2026-07-04T16:02:10Z,lincolnshire,2026-07-04,G-BBKA,C150,GBBKA,177.1,2144.3,100.0,1.0
4043c3:2026-07-04T15:36:57Z,lincolnshire,2026-07-04,G-GALB,P28A,GGALB,171.7,2835.8,100.0,0.0
4043c3:2026-07-04T15:36:57Z,lincolnshire,2026-07-04,G-GALB,P28A,GGALB,177.3,1781.9,100.0,0.0
4043c3:2026-07-04T15:36:57Z,lincolnshire,2026-07-04,G-GALB,P28A,GGALB,362.0,1880.5,100.0,0.0
401ed9:2026-07-04T14:14:44Z,lincolnshire,2026-07-04,G-BIDH,C152,GBIDH,280.6,2149.2,125.0,1.0
401ed9:2026-07-04T14:14:44Z,lincolnshire,2026-07-04,G-BIDH,C152,GBIDH,159.6,2278.6,125.0,1.0
4021f7:2026-07-04T13:27:50Z,lincolnshire,2026-07-04,G-HULL,C150,GHULL,127.5,2703.2,0.0,1.0
401ed9:2026-07-04T13:08:05Z,lincolnshire,2026-07-04,G-BIDH,C152,GBIDH,322.6,1944.8,150.0,1.0
40800d:2026-07-04T09:07:44Z,lincolnshire,2026-07-04,G-HMGH,B350,SRD224B,378.9,1506.2,150.0,1.0
4043c3:2026-07-04T07:42:46Z,lincolnshire,2026-07-04,G-GALB,P28A,GGALB,159.2,1850.0,100.0,1.0
4043c3:2026-07-04T07:42:46Z,lincolnshire,2026-07-04,G-GALB,P28A,GGALB,345.7,1953.0,100.0,1.0
43f795:2026-07-04T07:40:19Z,lincolnshire,2026-07-04,2-ANJA,BE20,2ANJA,138.9,2024.2,125.0,0.0
400a9c:2026-07-04T07:39:06Z,lincolnshire,2026-07-04,G-BTII,AA5,GBTII,159.4,5436.2,25.0,1.0
401d6c:2026-07-08T15:32:33Z,lincolnshire,2026-07-08,G-BGBI,C150,GBGBI,393.1,2026.9,150.0,1.0
a3d79d:2026-07-08T14:45:15Z,lincolnshire,2026-07-08,N347DC,S22T,N347DC,227.4,3523.2,125.0,0.85
4043c3:2026-07-08T14:18:06Z,lincolnshire,2026-07-08,G-GALB,P28A,GGALB,152.8,4184.8,100.0,1.0
4054fc:2026-07-08T13:35:19Z,lincolnshire,2026-07-08,G-RVCH,RV8,GRVCH,133.0,3164.0,75.0,1.0
401b9a:2026-07-08T12:55:57Z,lincolnshire,2026-07-08,G-BCRL,P28A,GBCRL,126.9,2906.8,100.0,0.0
4082f5:2026-07-08T12:17:51Z,lincolnshire,2026-07-08,G-ZEAC,DA62,BRO08T,132.2,1981.6,25.0,0.0
43c8c5:2026-07-08T11:57:03Z,lincolnshire,2026-07-08,ZM318,G12T,PRF37,228.5,4106.3,125.0,0.0
43c8c5:2026-07-08T11:57:03Z,lincolnshire,2026-07-08,ZM318,G12T,PRF37,185.5,4117.7,100.0,0.0
400c1f:2026-07-08T11:42:13Z,lincolnshire,2026-07-08,G-BGHJ,C172,GBGHJ,147.4,2944.4,0.0,0.0
43c8d5:2026-07-08T10:50:20Z,lincolnshire,2026-07-08,ZM334,E50P,CWL31,770.1,9174.4,75.0,0.0
404dc0:2026-07-08T10:25:56Z,lincolnshire,2026-07-08,G-CDJK,C42,GCDJK,148.9,1955.8,125.0,1.0
401d38:2026-07-08T10:22:55Z,lincolnshire,2026-07-08,G-BFSA,C182,GBFSA,164.0,3531.7,75.0,1.0
401d38:2026-07-08T10:22:55Z,lincolnshire,2026-07-08,G-BFSA,C182,GBFSA,213.7,3407.7,150.0,1.0
408018:2026-07-08T10:22:26Z,lincolnshire,2026-07-08,,,GCMSS,401.9,1935.1,100.0,1.0
407e40:2026-07-08T10:20:05Z,lincolnshire,2026-07-08,G-CMLL,RV12,GCMLL,272.2,2011.5,150.0,0.95
406697:2026-07-08T10:14:41Z,lincolnshire,2026-07-08,G-ELWK,RV12,GELWK,227.0,2482.3,100.0,1.0
a3d79d:2026-07-08T09:53:04Z,lincolnshire,2026-07-08,N347DC,S22T,N347DC,181.0,4581.7,0.0,0.0
401cb8:2026-07-08T09:24:39Z,lincolnshire,2026-07-08,G-BEZG,AA5,GBEZG,129.0,6214.2,125.0,1.0
401b9a:2026-07-08T08:31:38Z,lincolnshire,2026-07-08,G-BCRL,P28A,GBCRL,291.1,2677.7,100.0,0.0
401b9a:2026-07-08T08:31:38Z,lincolnshire,2026-07-08,G-BCRL,P28A,GBCRL,426.4,2487.2,100.0,0.0
401b9a:2026-07-08T08:31:38Z,lincolnshire,2026-07-08,G-BCRL,P28A,GBCRL,466.0,2573.8,100.0,0.0
401b9a:2026-07-08T08:31:38Z,lincolnshire,2026-07-08,G-BCRL,P28A,GBCRL,422.4,2505.8,100.0,0.0
43c8d4:2026-07-08T08:31:16Z,lincolnshire,2026-07-08,ZM333,E50P,CWL33,150.8,10170.8,100.0,0.0
4d24f3:2026-07-08T08:15:24Z,lincolnshire,2026-07-08,9H-PMN,C25A,AJO426,211.0,1997.3,50.0,0.0
40800d:2026-07-08T04:35:59Z,lincolnshire,2026-07-08,G-HMGH,B350,SRG224A,609.3,1970.7,100.0,0.0
401ed9:2026-07-11T15:24:05Z,lincolnshire,2026-07-11,G-BIDH,C152,GBIDH,317.1,1475.3,150.0,1.0
401b9a:2026-07-11T12:54:26Z,lincolnshire,2026-07-11,G-BCRL,P28A,GBCRL,232.2,1417.1,100.0,0.0
401b9a:2026-07-11T12:54:26Z,lincolnshire,2026-07-11,G-BCRL,P28A,GBCRL,328.9,1578.1,100.0,0.0
401b9a:2026-07-11T12:54:26Z,lincolnshire,2026-07-11,G-BCRL,P28A,GBCRL,160.8,1330.4,100.0,0.0
401b9a:2026-07-11T12:54:26Z,lincolnshire,2026-07-11,G-BCRL,P28A,GBCRL,212.8,1209.2,100.0,0.0
401b9a:2026-07-11T12:54:26Z,lincolnshire,2026-07-11,G-BCRL,P28A,GBCRL,424.5,2589.7,100.0,0.0
401add:2026-07-11T12:15:20Z,lincolnshire,2026-07-11,G-BBKB,C150,GBBKB,142.2,2575.2,150.0,1.0
4d24f3:2026-07-11T11:57:29Z,lincolnshire,2026-07-11,9H-PMN,C25A,AJO711,157.5,9264.6,50.0,0.0
404de5:2026-07-11T11:24:32Z,lincolnshire,2026-07-11,G-KELX,RV6,GKELX,127.7,1535.0,125.0,0.0
404462:2026-07-11T10:59:01Z,lincolnshire,2026-07-11,G-EWBC,JABI,GEWBC,282.1,3698.2,125.0,1.0
401f7a:2026-07-15T17:17:44Z,lincolnshire,2026-07-15,G-BIZG,C152,GBIZG,134.3,2592.4,125.0,1.0
401f7a:2026-07-15T17:17:44Z,lincolnshire,2026-07-15,G-BIZG,C152,GBIZG,159.6,2674.8,75.0,1.0
401add:2026-07-15T15:10:37Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,271.4,2894.5,125.0,1.0
401add:2026-07-15T15:10:37Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,175.7,2989.5,125.0,1.0
401add:2026-07-15T15:10:37Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,263.2,2890.3,125.0,1.0
401add:2026-07-15T14:18:48Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,144.7,2956.9,150.0,1.0
401add:2026-07-15T14:18:48Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,176.2,2951.5,125.0,1.0
401add:2026-07-15T14:18:48Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,385.3,2899.5,125.0,1.0
401add:2026-07-15T14:18:48Z,lincolnshire,2026-07-15,G-BBKB,C150,GBBKB,320.7,2921.1,150.0,1.0
43c8b7:2026-07-15T14:17:48Z,lincolnshire,2026-07-15,ZM304,G12T,PRF82,233.7,5221.4,125.0,0.0
4080bc:2026-07-15T12:10:15Z,lincolnshire,2026-07-15,G-CMTB,DA50,GCMTB,202.1,2371.1,150.0,0.0
4080bc:2026-07-15T11:28:04Z,lincolnshire,2026-07-15,G-CMTB,DA50,GCMTB,158.8,1890.1,125.0,0.0
4065e1:2026-07-15T11:16:16Z,lincolnshire,2026-07-15,G-MLXP,EUPA,GMLXP,129.6,4571.6,150.0,0.0
4065e1:2026-07-15T11:16:16Z,lincolnshire,2026-07-15,G-MLXP,EUPA,GMLXP,144.4,2933.1,150.0,0.0
403f20:2026-07-15T11:05:02Z,lincolnshire,2026-07-15,G-FMLY,AC11,GFMLY,124.2,5995.7,100.0,0.0
406024:2026-07-15T09:56:47Z,lincolnshire,2026-07-15,G-CGCH,CRUZ,GCGCH,154.9,1600.8,150.0,1.0
406024:2026-07-15T09:56:47Z,lincolnshire,2026-07-15,G-CGCH,CRUZ,GCGCH,179.9,1483.8,125.0,1.0
40825a:2026-07-15T08:32:50Z,lincolnshire,2026-07-15,,,GCMZB,562.5,1300.0,75.0,1.0
40818f:2026-07-15T08:32:35Z,lincolnshire,2026-07-15,G-CMVT,EFOX,GCMVT,537.5,1282.1,75.0,1.0
402ecc:2026-07-22T15:10:48Z,lincolnshire,2026-07-22,G-BRBP,C152,GBRBP,517.4,2166.1,125.0,1.0
43c8bd:2026-07-22T14:27:21Z,lincolnshire,2026-07-22,ZM310,G12T,CWL15,165.1,9336.0,150.0,0.16
43c8bd:2026-07-22T14:27:21Z,lincolnshire,2026-07-22,ZM310,G12T,CWL15,354.3,7349.9,50.0,0.0
4016a5:2026-07-22T13:50:28Z,lincolnshire,2026-07-22,G-ATXA,PA22,GATXA,195.8,1977.1,100.0,1.0
43c8be:2026-07-22T13:29:05Z,lincolnshire,2026-07-22,ZM311,G12T,PRF68,344.3,628.4,125.0,0.0
400e94:2026-07-22T13:25:07Z,lincolnshire,2026-07-22,G-BYWR,G115,POACH01,391.1,2144.9,150.0,0.0
401b9a:2026-07-22T12:35:49Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,240.3,2327.9,100.0,0.0
401b9a:2026-07-22T12:35:49Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,425.9,2380.3,100.0,0.0
401d6c:2026-07-22T12:16:01Z,lincolnshire,2026-07-22,G-BGBI,C150,GBGBI,251.7,2013.9,150.0,1.0
401d6c:2026-07-22T12:16:01Z,lincolnshire,2026-07-22,G-BGBI,C150,GBGBI,259.8,2383.7,150.0,1.0
407936:2026-07-22T12:13:13Z,lincolnshire,2026-07-22,G-LHXA,DA42,ADV32,253.9,5382.7,75.0,0.0
407936:2026-07-22T12:13:13Z,lincolnshire,2026-07-22,G-LHXA,DA42,ADV32,564.2,4062.2,125.0,0.0
406024:2026-07-22T11:22:17Z,lincolnshire,2026-07-22,G-CGCH,CRUZ,GCGCH,184.8,2099.8,150.0,1.0
401382:2026-07-22T11:17:23Z,lincolnshire,2026-07-22,G-SHMI,EV97,GSHMI,127.6,2172.8,75.0,1.0
406cac:2026-07-22T11:14:47Z,lincolnshire,2026-07-22,G-FLYO,EV97,GFLYO,220.9,1617.3,100.0,1.0
401d6c:2026-07-22T11:10:50Z,lincolnshire,2026-07-22,G-BGBI,C150,GBGBI,156.4,2008.9,150.0,1.0
401d6c:2026-07-22T11:10:50Z,lincolnshire,2026-07-22,G-BGBI,C150,GBGBI,234.6,2549.8,100.0,1.0
402b0f:2026-07-22T10:14:43Z,lincolnshire,2026-07-22,G-BOMP,P28A,GBOMP,607.6,2726.5,150.0,1.0
402926:2026-07-22T09:10:26Z,lincolnshire,2026-07-22,G-BNOM,P28A,GBNOM,659.2,4981.5,150.0,0.0
401b9a:2026-07-22T09:03:19Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,186.2,1948.0,100.0,0.0
401b9a:2026-07-22T09:03:19Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,120.8,2424.0,100.0,0.0
401b9a:2026-07-22T09:03:19Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,227.1,2402.0,100.0,0.0
401b9a:2026-07-22T09:03:19Z,lincolnshire,2026-07-22,G-BCRL,P28A,GBCRL,210.6,3128.1,100.0,0.0
407936:2026-07-22T08:45:45Z,lincolnshire,2026-07-22,G-LHXA,DA42,ADV32,260.4,5362.0,75.0,0.0
407936:2026-07-22T08:45:45Z,lincolnshire,2026-07-22,G-LHXA,DA42,ADV32,344.8,3932.2,0.0,0.0
a134bf:2026-07-28T18:54:21Z,lincolnshire,2026-07-28,N177SA,C77R,N177SA,158.1,7063.0,0.0,0.0
43c8b8:2026-07-28T15:12:05Z,lincolnshire,2026-07-28,ZM305,G12T,CWL65,236.8,9061.3,75.0,0.0
43c8b8:2026-07-28T15:12:05Z,lincolnshire,2026-07-28,ZM305,G12T,CWL65,718.6,9068.0,100.0,0.0
401b9a:2026-07-28T11:58:59Z,lincolnshire,2026-07-28,G-BCRL,P28A,GBCRL,375.0,2986.2,100.0,0.49
401b9a:2026-07-28T11:58:59Z,lincolnshire,2026-07-28,G-BCRL,P28A,GBCRL,144.7,1691.2,100.0,1.0
401b9a:2026-07-28T11:58:59Z,lincolnshire,2026-07-28,G-BCRL,P28A,GBCRL,162.8,1648.2,100.0,1.0
43c8d5:2026-07-28T10:19:56Z,lincolnshire,2026-07-28,ZM334,E50P,SCPTR1,987.6,10067.3,50.0,0.0
43c8d5:2026-07-28T10:19:56Z,lincolnshire,2026-07-28,ZM334,E50P,SCPTR1,375.3,10189.7,50.0,0.0
401add:2026-07-28T10:09:10Z,lincolnshire,2026-07-28,G-BBKB,C150,GBBKB,327.8,2243.1,125.0,1.0
407939:2026-07-28T10:07:49Z,lincolnshire,2026-07-28,G-RVNR,P68,PLINE33,133.6,1183.1,125.0,0.0
407939:2026-07-28T10:07:49Z,lincolnshire,2026-07-28,G-RVNR,P68,PLINE33,231.0,1280.0,150.0,0.0
407939:2026-07-28T10:07:49Z,lincolnshire,2026-07-28,G-RVNR,P68,PLINE33,133.3,1479.9,150.0,0.0
407939:2026-07-28T10:07:49Z,lincolnshire,2026-07-28,G-RVNR,P68,PLINE33,193.5,1020.1,150.0,0.0
407936:2026-07-28T08:55:34Z,lincolnshire,2026-07-28,G-LHXA,DA42,ADV32,236.3,5008.3,75.0,0.0
407936:2026-07-28T08:55:34Z,lincolnshire,2026-07-28,G-LHXA,DA42,ADV32,147.2,1963.0,125.0,0.0
407936:2026-07-28T08:55:34Z,lincolnshire,2026-07-28,G-LHXA,DA42,ADV32,209.7,1899.4,150.0,0.0
407936:2026-07-28T08:55:34Z,lincolnshire,2026-07-28,G-LHXA,DA42,ADV32,493.0,10132.8,100.0,0.0
401b9a:2026-07-28T08:08:50Z,lincolnshire,2026-07-28,G-BCRL,P28A,GBCRL,165.3,6244.4,100.0,0.0
401b9a:2026-07-28T08:08:50Z,lincolnshire,2026-07-28,G-BCRL,P28A,GBCRL,123.8,6157.2,100.0,0.0
3e2ade:2026-07-28T07:54:13Z,lincolnshire,2026-07-28,D-IHKW,C525,DIHKW,322.0,25082.9,0.0,0.0
3e2ade:2026-07-28T07:54:13Z,lincolnshire,2026-07-28,D-IHKW,C525,DIHKW,151.8,25082.9,0.0,0.0
43c8d8:2026-07-28T07:51:16Z,lincolnshire,2026-07-28,ZM337,E50P,CWL132,120.5,9085.0,0.0,0.0
401c14:2026-07-28T07:13:24Z,lincolnshire,2026-07-28,G-BDRD,C150,GBDRD,221.7,2027.9,100.0,1.0
400ef5:2026-03-21T16:26:57Z,shropshire,2026-03-21,G-BYVY,G115,UAY10,151.9,5151.4,125.0,1.0
400ea9:2026-03-21T15:57:13Z,shropshire,2026-03-21,G-BYXL,G115,UAY81,281.5,4760.0,150.0,1.0
402ee6:2026-03-21T14:02:44Z,shropshire,2026-03-21,G-BRBD,P28A,GBRBD,291.4,2235.7,75.0,1.0
402956:2026-03-21T12:18:02Z,shropshire,2026-03-21,G-BNSN,C152,GBNSN,208.7,5167.2,50.0,0.0
4021ea:2026-03-21T11:04:52Z,shropshire,2026-03-21,G-HALL,PA22,GHALL,123.9,3532.1,150.0,0.0
408084:2026-03-28T17:31:37Z,shropshire,2026-03-28,G-CMTG,P28A,GCMTG,120.9,2781.7,100.0,1.0
408084:2026-04-04T12:59:46Z,shropshire,2026-04-04,G-CMTG,P28A,GCMTG,133.0,3440.3,125.0,1.0
408084:2026-04-04T12:59:46Z,shropshire,2026-04-04,G-CMTG,P28A,GCMTG,130.3,2235.2,100.0,1.0
401c9b:2026-04-04T12:31:22Z,shropshire,2026-04-04,G-BEUX,C172,GBEUX,141.7,2588.2,100.0,1.0
40415f:2026-04-04T10:43:34Z,shropshire,2026-04-04,G-RICO,AA5,GRICO,169.8,1966.3,100.0,0.79
408084:2026-04-11T10:27:49Z,shropshire,2026-04-11,G-CMTG,P28A,GCMTG,289.1,3709.1,100.0,1.0
